f0(wins by points)	f0(wins by resign)	f0(wp - wr)	f0(lost by points)	f0(lost by resign)	f0(lp - lr)	player strength	OSL name	OSL size	Image name
0.5	0.0	0.5	0.333333333333	0.166666666667	0.166666666667	2.0	kgs_wide 10 <= X <= 100, player HeeroYuy (2k)	12.0	strength: 2k
0.25	0.333333333333	-0.0833333333333	0.333333333333	0.0833333333333	0.25	2.0	kgs_wide 10 <= X <= 100, player ym2271 (2k)	13.0	strength: 2k
0.323529411765	0.382352941176	-0.0588235294118	0.147058823529	0.147058823529	0.0	2.0	kgs_wide 10 <= X <= 100, player Nemia (2k)	41.0	strength: 2k
0.333333333333	0.133333333333	0.2	0.266666666667	0.266666666667	0.0	2.0	kgs_wide 10 <= X <= 100, player katuhiko (2k), subsampled to max 50	15.0	strength: 2k
0.25	0.25	0.0	0.214285714286	0.285714285714	-0.0714285714286	2.0	kgs_wide 10 <= X <= 100, player fedefede (2k), subsampled to max 50	32.0	strength: 2k
0.0526315789474	0.263157894737	-0.210526315789	0.210526315789	0.473684210526	-0.263157894737	2.0	kgs_wide 10 <= X <= 100, player hisa (2k)	19.0	strength: 2k
0.428571428571	0.142857142857	0.285714285714	0.0	0.428571428571	-0.428571428571	2.0	kgs_wide 10 <= X <= 100, player sdc1209 (2k)	11.0	strength: 2k
0.294117647059	0.147058823529	0.147058823529	0.235294117647	0.323529411765	-0.0882352941176	2.0	kgs_wide 10 <= X <= 100, player kikuchi126 (2k), subsampled to max 50	40.0	strength: 2k
0.44	0.12	0.32	0.16	0.28	-0.12	2.0	kgs_wide 10 <= X <= 100, player kasamatu (2k), subsampled to max 50	28.0	strength: 2k
0.157894736842	0.263157894737	-0.105263157895	0.105263157895	0.473684210526	-0.368421052632	2.0	kgs_wide 10 <= X <= 100, player VDSVDS (2k)	19.0	strength: 2k
0.230769230769	0.230769230769	0.0	0.384615384615	0.153846153846	0.230769230769	2.0	kgs_wide 10 <= X <= 100, player skzhaha (2k)	30.0	strength: 2k
0.111111111111	0.222222222222	-0.111111111111	0.111111111111	0.555555555556	-0.444444444444	2.0	kgs_wide 10 <= X <= 100, player teazen (2k)	11.0	strength: 2k
0.190476190476	0.333333333333	-0.142857142857	0.214285714286	0.261904761905	-0.047619047619	2.0	kgs_wide 10 <= X <= 100, player Wizzos (2k)	46.0	strength: 2k
0.0909090909091	0.181818181818	-0.0909090909091	0.545454545455	0.181818181818	0.363636363636	2.0	kgs_wide 10 <= X <= 100, player servic (2k)	12.0	strength: 2k
0.181818181818	0.636363636364	-0.454545454545	0.181818181818	0.0	0.181818181818	2.0	kgs_wide 10 <= X <= 100, player nakade11 (2k)	11.0	strength: 2k
0.230769230769	0.307692307692	-0.0769230769231	0.115384615385	0.346153846154	-0.230769230769	2.0	kgs_wide 10 <= X <= 100, player nokun56 (2k)	26.0	strength: 2k
0.307692307692	0.461538461538	-0.153846153846	0.0	0.230769230769	-0.230769230769	2.0	kgs_wide 10 <= X <= 100, player Sampi (2k)	15.0	strength: 2k
0.375	0.125	0.25	0.5	0.0	0.5	2.0	kgs_wide 10 <= X <= 100, player taizo (2k)	11.0	strength: 2k
0.192307692308	0.269230769231	-0.0769230769231	0.153846153846	0.384615384615	-0.230769230769	2.0	kgs_wide 10 <= X <= 100, player usrx (2k)	29.0	strength: 2k
0.238095238095	0.285714285714	-0.047619047619	0.0952380952381	0.380952380952	-0.285714285714	2.0	kgs_wide 10 <= X <= 100, player makoto12 (2k)	22.0	strength: 2k
0.136363636364	0.227272727273	-0.0909090909091	0.409090909091	0.227272727273	0.181818181818	2.0	kgs_wide 10 <= X <= 100, player GoTour (2k)	22.0	strength: 2k
0.375	0.3125	0.0625	0.3125	0.0	0.3125	2.0	kgs_wide 10 <= X <= 100, player Sir (2k)	17.0	strength: 2k
0.166666666667	0.222222222222	-0.0555555555556	0.0555555555556	0.555555555556	-0.5	2.0	kgs_wide 10 <= X <= 100, player sirayuki3 (2k), subsampled to max 50	43.0	strength: 2k
0.255813953488	0.139534883721	0.116279069767	0.325581395349	0.279069767442	0.046511627907	2.0	kgs_wide 10 <= X <= 100, player alexng456 (2k)	45.0	strength: 2k
0.285714285714	0.47619047619	-0.190476190476	0.0	0.238095238095	-0.238095238095	2.0	kgs_wide 10 <= X <= 100, player ffourA (2k)	22.0	strength: 2k
0.384615384615	0.230769230769	0.153846153846	0.0769230769231	0.307692307692	-0.230769230769	3.0	kgs_wide 10 <= X <= 100, player myway666 (3k)	13.0	strength: 3k
0.125	0.25	-0.125	0.1875	0.4375	-0.25	3.0	kgs_wide 10 <= X <= 100, player picka (3k)	17.0	strength: 3k
0.138888888889	0.138888888889	0.0	0.25	0.472222222222	-0.222222222222	3.0	kgs_wide 10 <= X <= 100, player jabez (3k)	41.0	strength: 3k
0.285714285714	0.0714285714286	0.214285714286	0.428571428571	0.214285714286	0.214285714286	3.0	kgs_wide 10 <= X <= 100, player lexansoft (3k)	14.0	strength: 3k
0.2	0.12	0.08	0.44	0.24	0.2	3.0	kgs_wide 10 <= X <= 100, player Bato (3k)	27.0	strength: 3k
0.25	0.25	0.0	0.214285714286	0.285714285714	-0.0714285714286	3.0	kgs_wide 10 <= X <= 100, player yukio9673 (3k)	28.0	strength: 3k
0.631578947368	0.263157894737	0.368421052632	0.0	0.105263157895	-0.105263157895	3.0	kgs_wide 10 <= X <= 100, player MichaelSKY (3k)	20.0	strength: 3k
0.105263157895	0.315789473684	-0.210526315789	0.157894736842	0.421052631579	-0.263157894737	3.0	kgs_wide 10 <= X <= 100, player MarianneDe (3k)	19.0	strength: 3k
0.51724137931	0.137931034483	0.379310344828	0.137931034483	0.206896551724	-0.0689655172414	3.0	kgs_wide 10 <= X <= 100, player atomu (3k)	30.0	strength: 3k
0.25	0.0	0.25	0.333333333333	0.416666666667	-0.0833333333333	3.0	kgs_wide 10 <= X <= 100, player Shindoki (3k)	14.0	strength: 3k
0.333333333333	0.166666666667	0.166666666667	0.0	0.5	-0.5	3.0	kgs_wide 10 <= X <= 100, player MAXHO (3k)	12.0	strength: 3k
0.416666666667	0.166666666667	0.25	0.0833333333333	0.333333333333	-0.25	3.0	kgs_wide 10 <= X <= 100, player naito1951 (3k)	14.0	strength: 3k
0.333333333333	0.0	0.333333333333	0.466666666667	0.2	0.266666666667	3.0	kgs_wide 10 <= X <= 100, player mmm (3k), subsampled to max 50	18.0	strength: 3k
0.0952380952381	0.238095238095	-0.142857142857	0.238095238095	0.428571428571	-0.190476190476	3.0	kgs_wide 10 <= X <= 100, player ysw (3k)	21.0	strength: 3k
0.333333333333	0.333333333333	0.0	0.0666666666667	0.266666666667	-0.2	3.0	kgs_wide 10 <= X <= 100, player virtuoso (3k)	20.0	strength: 3k
0.0714285714286	0.214285714286	-0.142857142857	0.142857142857	0.571428571429	-0.428571428571	3.0	kgs_wide 10 <= X <= 100, player jek (3k)	14.0	strength: 3k
0.297297297297	0.243243243243	0.0540540540541	0.162162162162	0.297297297297	-0.135135135135	3.0	kgs_wide 10 <= X <= 100, player ikezuki (3k)	37.0	strength: 3k
0.047619047619	0.452380952381	-0.404761904762	0.214285714286	0.285714285714	-0.0714285714286	3.0	kgs_wide 10 <= X <= 100, player natumi (3k)	46.0	strength: 3k
0.125	0.125	0.0	0.25	0.5	-0.25	3.0	kgs_wide 10 <= X <= 100, player Zhongfei9 (3k)	17.0	strength: 3k
0.0909090909091	0.454545454545	-0.363636363636	0.272727272727	0.181818181818	0.0909090909091	3.0	kgs_wide 10 <= X <= 100, player kamigou714 (3k)	12.0	strength: 3k
0.125	0.25	-0.125	0.5	0.125	0.375	3.0	kgs_wide 10 <= X <= 100, player Caelum (3k), subsampled to max 50	11.0	strength: 3k
0.148148148148	0.518518518519	-0.37037037037	0.037037037037	0.296296296296	-0.259259259259	3.0	kgs_wide 10 <= X <= 100, player lee1218 (3k)	39.0	strength: 3k
0.304347826087	0.217391304348	0.0869565217391	0.304347826087	0.173913043478	0.130434782609	3.0	kgs_wide 10 <= X <= 100, player effel (3k), subsampled to max 50	23.0	strength: 3k
0.184210526316	0.236842105263	-0.0526315789474	0.210526315789	0.368421052632	-0.157894736842	3.0	kgs_wide 10 <= X <= 100, player HiHappy (3k)	39.0	strength: 3k
0.285714285714	0.214285714286	0.0714285714286	0.0	0.5	-0.5	3.0	kgs_wide 10 <= X <= 100, player inuno (3k)	14.0	strength: 3k
0.115384615385	0.384615384615	-0.269230769231	0.269230769231	0.230769230769	0.0384615384615	3.0	kgs_wide 10 <= X <= 100, player altea (3k), subsampled to max 50	26.0	strength: 3k
0.1	0.6	-0.5	0.0	0.3	-0.3	3.0	kgs_wide 10 <= X <= 100, player komokuni (3k)	11.0	strength: 3k
0.0769230769231	0.5	-0.423076923077	0.192307692308	0.230769230769	-0.0384615384615	3.0	kgs_wide 10 <= X <= 100, player goandgo (3k), subsampled to max 50	34.0	strength: 3k
0.277777777778	0.222222222222	0.0555555555556	0.277777777778	0.222222222222	0.0555555555556	3.0	kgs_wide 10 <= X <= 100, player kada (3k)	20.0	strength: 3k
0.0769230769231	0.230769230769	-0.153846153846	0.307692307692	0.384615384615	-0.0769230769231	3.0	kgs_wide 10 <= X <= 100, player re4k (3k)	16.0	strength: 3k
0.238095238095	0.190476190476	0.047619047619	0.238095238095	0.333333333333	-0.0952380952381	3.0	kgs_wide 10 <= X <= 100, player bei08 (3k)	23.0	strength: 3k
0.142857142857	0.257142857143	-0.114285714286	0.257142857143	0.342857142857	-0.0857142857143	3.0	kgs_wide 10 <= X <= 100, player aea (3k)	36.0	strength: 3k
0.025	0.3	-0.275	0.125	0.55	-0.425	3.0	kgs_wide 10 <= X <= 100, player Santa007 (3k), subsampled to max 50	45.0	strength: 3k
0.25641025641	0.179487179487	0.0769230769231	0.230769230769	0.333333333333	-0.102564102564	3.0	kgs_wide 10 <= X <= 100, player JiriK (3k)	40.0	strength: 3k
0.1875	0.5	-0.3125	0.0	0.3125	-0.3125	3.0	kgs_wide 10 <= X <= 100, player SLGay (3k)	20.0	strength: 3k
0.333333333333	0.233333333333	0.1	0.2	0.233333333333	-0.0333333333333	3.0	kgs_wide 10 <= X <= 100, player akioy (3k)	33.0	strength: 3k
0.4	0.2	0.2	0.1	0.3	-0.2	3.0	kgs_wide 10 <= X <= 100, player somlai (3k)	11.0	strength: 3k
0.333333333333	0.291666666667	0.0416666666667	0.0416666666667	0.333333333333	-0.291666666667	3.0	kgs_wide 10 <= X <= 100, player hiranuma (3k)	25.0	strength: 3k
0.333333333333	0.111111111111	0.222222222222	0.0	0.555555555556	-0.555555555556	3.0	kgs_wide 10 <= X <= 100, player harukaze1 (3k), subsampled to max 50	12.0	strength: 3k
0.323529411765	0.294117647059	0.0294117647059	0.294117647059	0.0882352941176	0.205882352941	3.0	kgs_wide 10 <= X <= 100, player rinko (3k)	35.0	strength: 3k
0.238095238095	0.285714285714	-0.047619047619	0.142857142857	0.333333333333	-0.190476190476	3.0	kgs_wide 10 <= X <= 100, player blonpina (3k)	21.0	strength: 3k
0.115384615385	0.307692307692	-0.192307692308	0.384615384615	0.192307692308	0.192307692308	3.0	kgs_wide 10 <= X <= 100, player TKTK (3k), subsampled to max 50	29.0	strength: 3k
0.333333333333	0.266666666667	0.0666666666667	0.2	0.2	0.0	3.0	kgs_wide 10 <= X <= 100, player labaraka (3k)	15.0	strength: 3k
0.454545454545	0.181818181818	0.272727272727	0.0909090909091	0.272727272727	-0.181818181818	3.0	kgs_wide 10 <= X <= 100, player kokimura (3k)	17.0	strength: 3k
0.263157894737	0.105263157895	0.157894736842	0.421052631579	0.210526315789	0.210526315789	3.0	kgs_wide 10 <= X <= 100, player sbkk (3k)	19.0	strength: 3k
0.351351351351	0.162162162162	0.189189189189	0.351351351351	0.135135135135	0.216216216216	3.0	kgs_wide 10 <= X <= 100, player miino3 (3k), subsampled to max 50	37.0	strength: 3k
0.28	0.12	0.16	0.24	0.36	-0.12	3.0	kgs_wide 10 <= X <= 100, player Tyousei (3k)	26.0	strength: 3k
0.0588235294118	0.235294117647	-0.176470588235	0.235294117647	0.470588235294	-0.235294117647	3.0	kgs_wide 10 <= X <= 100, player zrg753 (3k), subsampled to max 50	19.0	strength: 3k
0.363636363636	0.181818181818	0.181818181818	0.363636363636	0.0909090909091	0.272727272727	3.0	kgs_wide 10 <= X <= 100, player DrSFBrains (3k)	12.0	strength: 3k
0.28	0.24	0.04	0.2	0.28	-0.08	3.0	kgs_wide 10 <= X <= 100, player t1944s (3k), subsampled to max 50	27.0	strength: 3k
0.0	0.181818181818	-0.181818181818	0.0	0.818181818182	-0.818181818182	3.0	kgs_wide 10 <= X <= 100, player ezra (3k)	12.0	strength: 3k
0.0714285714286	0.142857142857	-0.0714285714286	0.5	0.285714285714	0.214285714286	3.0	kgs_wide 10 <= X <= 100, player nomenest (3k)	19.0	strength: 3k
0.487804878049	0.170731707317	0.317073170732	0.0731707317073	0.268292682927	-0.19512195122	3.0	kgs_wide 10 <= X <= 100, player ebi (3k)	42.0	strength: 3k
0.366666666667	0.133333333333	0.233333333333	0.166666666667	0.333333333333	-0.166666666667	3.0	kgs_wide 10 <= X <= 100, player paulfac (3k)	32.0	strength: 3k
0.323529411765	0.205882352941	0.117647058824	0.382352941176	0.0882352941176	0.294117647059	3.0	kgs_wide 10 <= X <= 100, player poporo (3k)	34.0	strength: 3k
0.181818181818	0.409090909091	-0.227272727273	0.204545454545	0.204545454545	0.0	3.0	kgs_wide 10 <= X <= 100, player Wizzos (3k)	45.0	strength: 3k
0.0	0.6	-0.6	0.0	0.4	-0.4	3.0	kgs_wide 10 <= X <= 100, player wh2004 (3k), subsampled to max 50	11.0	strength: 3k
0.125	0.125	0.0	0.375	0.375	0.0	3.0	kgs_wide 10 <= X <= 100, player tyyyy (3k)	13.0	strength: 3k
0.230769230769	0.461538461538	-0.230769230769	0.0769230769231	0.230769230769	-0.153846153846	3.0	kgs_wide 10 <= X <= 100, player tiei (3k)	15.0	strength: 3k
0.1	0.3	-0.2	0.3	0.3	0.0	3.0	kgs_wide 10 <= X <= 100, player sapurai (3k), subsampled to max 50	12.0	strength: 3k
0.357142857143	0.285714285714	0.0714285714286	0.0	0.357142857143	-0.357142857143	3.0	kgs_wide 10 <= X <= 100, player nao (3k)	14.0	strength: 3k
0.0967741935484	0.516129032258	-0.41935483871	0.0645161290323	0.322580645161	-0.258064516129	3.0	kgs_wide 10 <= X <= 100, player trantran07 (3k), subsampled to max 50	50.0	strength: 3k
0.444444444444	0.185185185185	0.259259259259	0.185185185185	0.185185185185	0.0	3.0	kgs_wide 10 <= X <= 100, player coba (3k), subsampled to max 50	31.0	strength: 3k
0.3	0.2	0.1	0.1	0.4	-0.3	3.0	kgs_wide 10 <= X <= 100, player kamiura (3k)	11.0	strength: 3k
0.0769230769231	0.461538461538	-0.384615384615	0.0769230769231	0.384615384615	-0.307692307692	3.0	kgs_wide 10 <= X <= 100, player kko81180 (3k)	14.0	strength: 3k
0.285714285714	0.178571428571	0.107142857143	0.321428571429	0.214285714286	0.107142857143	3.0	kgs_wide 10 <= X <= 100, player takanokats (3k)	28.0	strength: 3k
0.255319148936	0.340425531915	-0.0851063829787	0.340425531915	0.063829787234	0.276595744681	3.0	kgs_wide 10 <= X <= 100, player sstakechan (3k)	47.0	strength: 3k
0.222222222222	0.444444444444	-0.222222222222	0.333333333333	0.0	0.333333333333	3.0	kgs_wide 10 <= X <= 100, player safina (3k)	11.0	strength: 3k
0.25	0.25	0.0	0.5	0.0	0.5	3.0	kgs_wide 10 <= X <= 100, player louistera (3k)	14.0	strength: 3k
0.34	0.14	0.2	0.18	0.34	-0.16	3.0	kgs_wide 10 <= X <= 100, player Kanchan (3k), subsampled to max 50	50.0	strength: 3k
0.318181818182	0.409090909091	-0.0909090909091	0.181818181818	0.0909090909091	0.0909090909091	3.0	kgs_wide 10 <= X <= 100, player yy1952 (3k)	26.0	strength: 3k
0.368421052632	0.210526315789	0.157894736842	0.157894736842	0.263157894737	-0.105263157895	3.0	kgs_wide 10 <= X <= 100, player a12451 (3k)	20.0	strength: 3k
0.214285714286	0.428571428571	-0.214285714286	0.0714285714286	0.285714285714	-0.214285714286	3.0	kgs_wide 10 <= X <= 100, player muramatuk (3k)	16.0	strength: 3k
0.0540540540541	0.108108108108	-0.0540540540541	0.243243243243	0.594594594595	-0.351351351351	3.0	kgs_wide 10 <= X <= 100, player mosi (3k)	41.0	strength: 3k
0.285714285714	0.214285714286	0.0714285714286	0.285714285714	0.214285714286	0.0714285714286	3.0	kgs_wide 10 <= X <= 100, player LTL92 (3k)	14.0	strength: 3k
0.0	0.222222222222	-0.222222222222	0.111111111111	0.666666666667	-0.555555555556	3.0	kgs_wide 10 <= X <= 100, player yb3327 (3k)	11.0	strength: 3k
0.217391304348	0.173913043478	0.0434782608696	0.260869565217	0.347826086957	-0.0869565217391	3.0	kgs_wide 10 <= X <= 100, player Aivonix (3k)	25.0	strength: 3k
0.307692307692	0.384615384615	-0.0769230769231	0.230769230769	0.0769230769231	0.153846153846	3.0	kgs_wide 10 <= X <= 100, player gormul (3k)	14.0	strength: 3k
0.391304347826	0.347826086957	0.0434782608696	0.0	0.260869565217	-0.260869565217	3.0	kgs_wide 10 <= X <= 100, player budda (3k)	23.0	strength: 3k
0.0833333333333	0.25	-0.166666666667	0.0833333333333	0.583333333333	-0.5	3.0	kgs_wide 10 <= X <= 100, player double7 (3k)	12.0	strength: 3k
0.205882352941	0.323529411765	-0.117647058824	0.352941176471	0.117647058824	0.235294117647	3.0	kgs_wide 10 <= X <= 100, player LaSoaz1 (3k)	39.0	strength: 3k
0.380952380952	0.428571428571	-0.047619047619	0.047619047619	0.142857142857	-0.0952380952381	3.0	kgs_wide 10 <= X <= 100, player HEFEI1989 (3k)	22.0	strength: 3k
0.16	0.44	-0.28	0.12	0.28	-0.16	3.0	kgs_wide 10 <= X <= 100, player eboshi1 (3k), subsampled to max 50	25.0	strength: 3k
0.05	0.35	-0.3	0.15	0.45	-0.3	3.0	kgs_wide 10 <= X <= 100, player sigm (3k)	20.0	strength: 3k
0.2	0.3	-0.1	0.2	0.3	-0.1	3.0	kgs_wide 10 <= X <= 100, player aoshima (3k)	26.0	strength: 3k
0.0444444444444	0.266666666667	-0.222222222222	0.0222222222222	0.666666666667	-0.644444444444	3.0	kgs_wide 10 <= X <= 100, player Maverik (3k)	49.0	strength: 3k
0.333333333333	0.583333333333	-0.25	0.0833333333333	0.0	0.0833333333333	3.0	kgs_wide 10 <= X <= 100, player mura2010 (3k)	12.0	strength: 3k
0.333333333333	0.238095238095	0.0952380952381	0.190476190476	0.238095238095	-0.047619047619	3.0	kgs_wide 10 <= X <= 100, player Bern915 (3k), subsampled to max 50	42.0	strength: 3k
0.25	0.3	-0.05	0.15	0.3	-0.15	3.0	kgs_wide 10 <= X <= 100, player dyang (3k)	21.0	strength: 3k
0.230769230769	0.230769230769	0.0	0.5	0.0384615384615	0.461538461538	3.0	kgs_wide 10 <= X <= 100, player rockcapekn (3k)	27.0	strength: 3k
0.176470588235	0.352941176471	-0.176470588235	0.0	0.470588235294	-0.470588235294	3.0	kgs_wide 10 <= X <= 100, player laiwei (3k)	18.0	strength: 3k
0.241379310345	0.137931034483	0.103448275862	0.448275862069	0.172413793103	0.275862068966	3.0	kgs_wide 10 <= X <= 100, player saikai (3k), subsampled to max 50	32.0	strength: 3k
0.125	0.5	-0.375	0.25	0.125	0.125	3.0	kgs_wide 10 <= X <= 100, player bobsat (3k)	15.0	strength: 3k
0.285714285714	0.285714285714	0.0	0.142857142857	0.285714285714	-0.142857142857	3.0	kgs_wide 10 <= X <= 100, player pwr (3k)	21.0	strength: 3k
0.266666666667	0.266666666667	0.0	0.133333333333	0.333333333333	-0.2	3.0	kgs_wide 10 <= X <= 100, player Kirill (3k)	46.0	strength: 3k
0.25	0.25	0.0	0.111111111111	0.388888888889	-0.277777777778	3.0	kgs_wide 10 <= X <= 100, player kougot (3k)	37.0	strength: 3k
0.296296296296	0.222222222222	0.0740740740741	0.148148148148	0.333333333333	-0.185185185185	3.0	kgs_wide 10 <= X <= 100, player tomm (3k)	35.0	strength: 3k
0.333333333333	0.0833333333333	0.25	0.0	0.583333333333	-0.583333333333	3.0	kgs_wide 10 <= X <= 100, player i130to (3k)	12.0	strength: 3k
0.142857142857	0.214285714286	-0.0714285714286	0.357142857143	0.285714285714	0.0714285714286	3.0	kgs_wide 10 <= X <= 100, player shintarou (3k)	14.0	strength: 3k
0.323529411765	0.205882352941	0.117647058824	0.0882352941176	0.382352941176	-0.294117647059	3.0	kgs_wide 10 <= X <= 100, player dinghy05 (3k)	34.0	strength: 3k
0.392857142857	0.214285714286	0.178571428571	0.214285714286	0.178571428571	0.0357142857143	3.0	kgs_wide 10 <= X <= 100, player yuuma (3k), subsampled to max 50	32.0	strength: 3k
0.0	0.454545454545	-0.454545454545	0.0909090909091	0.454545454545	-0.363636363636	3.0	kgs_wide 10 <= X <= 100, player Hiroyan (3k)	11.0	strength: 3k
0.357142857143	0.0714285714286	0.285714285714	0.321428571429	0.25	0.0714285714286	3.0	kgs_wide 10 <= X <= 100, player toshio60 (3k)	28.0	strength: 3k
0.0666666666667	0.266666666667	-0.2	0.266666666667	0.4	-0.133333333333	3.0	kgs_wide 10 <= X <= 100, player Zetoo (3k)	17.0	strength: 3k
0.352941176471	0.264705882353	0.0882352941176	0.264705882353	0.117647058824	0.147058823529	3.0	kgs_wide 10 <= X <= 100, player upon116 (3k), subsampled to max 50	34.0	strength: 3k
0.227272727273	0.409090909091	-0.181818181818	0.227272727273	0.136363636364	0.0909090909091	3.0	kgs_wide 10 <= X <= 100, player nks146 (3k)	25.0	strength: 3k
0.176470588235	0.294117647059	-0.117647058824	0.176470588235	0.352941176471	-0.176470588235	3.0	kgs_wide 10 <= X <= 100, player wingsun (3k)	18.0	strength: 3k
0.214285714286	0.214285714286	0.0	0.285714285714	0.285714285714	0.0	3.0	kgs_wide 10 <= X <= 100, player georgero (3k)	16.0	strength: 3k
0.189189189189	0.432432432432	-0.243243243243	0.0540540540541	0.324324324324	-0.27027027027	3.0	kgs_wide 10 <= X <= 100, player Mjolner (3k)	40.0	strength: 3k
0.375	0.125	0.25	0.1875	0.3125	-0.125	3.0	kgs_wide 10 <= X <= 100, player franklin (3k)	18.0	strength: 3k
0.176470588235	0.470588235294	-0.294117647059	0.0588235294118	0.294117647059	-0.235294117647	3.0	kgs_wide 10 <= X <= 100, player Nigeteiru (3k)	17.0	strength: 3k
0.0454545454545	0.545454545455	-0.5	0.272727272727	0.136363636364	0.136363636364	3.0	kgs_wide 10 <= X <= 100, player ymu (3k)	22.0	strength: 3k
0.2	0.133333333333	0.0666666666667	0.466666666667	0.2	0.266666666667	3.0	kgs_wide 10 <= X <= 100, player BOTIBOTI (3k)	16.0	strength: 3k
0.333333333333	0.2	0.133333333333	0.0	0.466666666667	-0.466666666667	3.0	kgs_wide 10 <= X <= 100, player lithograph (3k)	21.0	strength: 3k
0.0	0.0	0.0	0.363636363636	0.636363636364	-0.272727272727	3.0	kgs_wide 10 <= X <= 100, player biwaprius (3k)	11.0	strength: 3k
0.5	0.272727272727	0.227272727273	0.227272727273	0.0	0.227272727273	3.0	kgs_wide 10 <= X <= 100, player ooyama (3k)	27.0	strength: 3k
0.0714285714286	0.214285714286	-0.142857142857	0.357142857143	0.357142857143	0.0	3.0	kgs_wide 10 <= X <= 100, player lonlyhart (3k)	14.0	strength: 3k
0.375	0.3125	0.0625	0.15625	0.15625	0.0	3.0	kgs_wide 10 <= X <= 100, player Divid (3k), subsampled to max 50	35.0	strength: 3k
0.2	0.05	0.15	0.25	0.5	-0.25	3.0	kgs_wide 10 <= X <= 100, player lendoz (3k)	21.0	strength: 3k
0.1	0.5	-0.4	0.0	0.4	-0.4	3.0	kgs_wide 10 <= X <= 100, player MrAntrobus (3k)	12.0	strength: 3k
0.393939393939	0.181818181818	0.212121212121	0.424242424242	0.0	0.424242424242	4.0	kgs_wide 10 <= X <= 100, player kohno (4k)	35.0	strength: 4k
0.1875	0.125	0.0625	0.1875	0.5	-0.3125	4.0	kgs_wide 10 <= X <= 100, player siosai (4k)	17.0	strength: 4k
0.352941176471	0.529411764706	-0.176470588235	0.0588235294118	0.0588235294118	0.0	4.0	kgs_wide 10 <= X <= 100, player Zetoo (4k)	21.0	strength: 4k
0.0	0.6	-0.6	0.2	0.2	0.0	4.0	kgs_wide 10 <= X <= 100, player kasetaka (4k)	11.0	strength: 4k
0.421052631579	0.263157894737	0.157894736842	0.157894736842	0.157894736842	0.0	4.0	kgs_wide 10 <= X <= 100, player bkgo (4k)	19.0	strength: 4k
0.0	0.25	-0.25	0.166666666667	0.583333333333	-0.416666666667	4.0	kgs_wide 10 <= X <= 100, player tosato (4k)	12.0	strength: 4k
0.5	0.0833333333333	0.416666666667	0.25	0.166666666667	0.0833333333333	4.0	kgs_wide 10 <= X <= 100, player xdzz (4k)	12.0	strength: 4k
0.235294117647	0.352941176471	-0.117647058824	0.117647058824	0.294117647059	-0.176470588235	4.0	kgs_wide 10 <= X <= 100, player Sampi (4k), subsampled to max 50	20.0	strength: 4k
0.24	0.2	0.04	0.12	0.44	-0.32	4.0	kgs_wide 10 <= X <= 100, player sede (4k)	26.0	strength: 4k
0.166666666667	0.416666666667	-0.25	0.25	0.166666666667	0.0833333333333	4.0	kgs_wide 10 <= X <= 100, player rurumoppe (4k)	12.0	strength: 4k
0.466666666667	0.266666666667	0.2	0.0666666666667	0.2	-0.133333333333	4.0	kgs_wide 10 <= X <= 100, player west (4k)	16.0	strength: 4k
0.105263157895	0.210526315789	-0.105263157895	0.526315789474	0.157894736842	0.368421052632	4.0	kgs_wide 10 <= X <= 100, player Gts223 (4k)	19.0	strength: 4k
0.1	0.2	-0.1	0.233333333333	0.466666666667	-0.233333333333	4.0	kgs_wide 10 <= X <= 100, player harukaze1 (4k), subsampled to max 50	30.0	strength: 4k
0.2	0.333333333333	-0.133333333333	0.266666666667	0.2	0.0666666666667	4.0	kgs_wide 10 <= X <= 100, player viper69 (4k)	15.0	strength: 4k
0.4	0.4	0.0	0.0	0.2	-0.2	4.0	kgs_wide 10 <= X <= 100, player yosida (4k)	11.0	strength: 4k
0.166666666667	0.0833333333333	0.0833333333333	0.333333333333	0.416666666667	-0.0833333333333	4.0	kgs_wide 10 <= X <= 100, player asuka9201 (4k)	12.0	strength: 4k
0.142857142857	0.214285714286	-0.0714285714286	0.428571428571	0.214285714286	0.214285714286	4.0	kgs_wide 10 <= X <= 100, player Handtalk58 (4k)	45.0	strength: 4k
0.1	0.4	-0.3	0.3	0.2	0.1	4.0	kgs_wide 10 <= X <= 100, player conduongdi (4k)	13.0	strength: 4k
0.333333333333	0.0	0.333333333333	0.583333333333	0.0833333333333	0.5	4.0	kgs_wide 10 <= X <= 100, player godragon (4k)	13.0	strength: 4k
0.153846153846	0.307692307692	-0.153846153846	0.307692307692	0.230769230769	0.0769230769231	4.0	kgs_wide 10 <= X <= 100, player JiriK (4k)	15.0	strength: 4k
0.25	0.321428571429	-0.0714285714286	0.285714285714	0.142857142857	0.142857142857	4.0	kgs_wide 10 <= X <= 100, player tuto766 (4k)	31.0	strength: 4k
0.25	0.25	0.0	0.2	0.3	-0.1	4.0	kgs_wide 10 <= X <= 100, player tamafuzita (4k)	22.0	strength: 4k
0.136363636364	0.272727272727	-0.136363636364	0.272727272727	0.318181818182	-0.0454545454545	4.0	kgs_wide 10 <= X <= 100, player oi (4k)	22.0	strength: 4k
0.153846153846	0.307692307692	-0.153846153846	0.307692307692	0.230769230769	0.0769230769231	4.0	kgs_wide 10 <= X <= 100, player Earnest (4k)	15.0	strength: 4k
