f0(local seq < 10: sente)	f0(local seq < 10: gote)	f0(local seq < 10: sente - gote)	player strength	OSL name	OSL size	Image name
9.5652173913	4.82608695652	4.73913043478	0.0	kgs_wide 10 <= X <= 100, player oggy (1d)	23.0	strength: 1d
18.96	5.2	13.76	0.0	kgs_wide 10 <= X <= 100, player AyaMC3 (1d)	25.0	strength: 1d
10.5217391304	4.39130434783	6.13043478261	0.0	kgs_wide 10 <= X <= 100, player goodattack (1d)	23.0	strength: 1d
9.07692307692	5.15384615385	3.92307692308	0.0	kgs_wide 10 <= X <= 100, player Luculia (1d)	13.0	strength: 1d
8.58333333333	6.66666666667	1.91666666667	0.0	kgs_wide 10 <= X <= 100, player masa5 (1d)	12.0	strength: 1d
11.7272727273	5.18181818182	6.54545454545	0.0	kgs_wide 10 <= X <= 100, player Brown (1d)	11.0	strength: 1d
13.0555555556	7.61111111111	5.44444444444	0.0	kgs_wide 10 <= X <= 100, player vyg10561 (1d)	18.0	strength: 1d
12.1	6.7	5.4	0.0	kgs_wide 10 <= X <= 100, player notMe (1d)	20.0	strength: 1d
7.78571428571	4.64285714286	3.14285714286	0.0	kgs_wide 10 <= X <= 100, player nurupo (1d)	14.0	strength: 1d
7.27272727273	5.0	2.27272727273	0.0	kgs_wide 10 <= X <= 100, player imuyk (1d)	11.0	strength: 1d
11.0434782609	6.30434782609	4.73913043478	0.0	kgs_wide 10 <= X <= 100, player Cal (1d)	23.0	strength: 1d
7.83333333333	4.33333333333	3.5	0.0	kgs_wide 10 <= X <= 100, player Zhong (1d)	12.0	strength: 1d
5.51219512195	4.0	1.51219512195	0.0	kgs_wide 10 <= X <= 100, player Madarame (1d)	41.0	strength: 1d
9.42857142857	4.92857142857	4.5	0.0	kgs_wide 10 <= X <= 100, player s19is73 (1d)	14.0	strength: 1d
16.1818181818	6.54545454545	9.63636363636	0.0	kgs_wide 10 <= X <= 100, player xyz414 (1d)	11.0	strength: 1d
10.75	6.40909090909	4.34090909091	0.0	kgs_wide 10 <= X <= 100, player jiangzhao (1d)	44.0	strength: 1d
12.2222222222	4.88888888889	7.33333333333	0.0	kgs_wide 10 <= X <= 100, player f0rk (1d)	18.0	strength: 1d
11.2142857143	5.78571428571	5.42857142857	0.0	kgs_wide 10 <= X <= 100, player noyan1453 (1d)	14.0	strength: 1d
10.8333333333	6.125	4.70833333333	0.0	kgs_wide 10 <= X <= 100, player hinnabi12 (1d)	24.0	strength: 1d
10.4285714286	4.71428571429	5.71428571429	0.0	kgs_wide 10 <= X <= 100, player sicvlad (1d)	14.0	strength: 1d
9.5	5.75	3.75	0.0	kgs_wide 10 <= X <= 100, player ktmy150 (1d)	12.0	strength: 1d
9.0	6.64705882353	2.35294117647	0.0	kgs_wide 10 <= X <= 100, player Yeudoi (1d)	17.0	strength: 1d
9.1	5.1	4.0	0.0	kgs_wide 10 <= X <= 100, player Wizzos (1d)	30.0	strength: 1d
9.93333333333	6.2	3.73333333333	0.0	kgs_wide 10 <= X <= 100, player Namastee (1d)	15.0	strength: 1d
10.55	7.75	2.8	0.0	kgs_wide 10 <= X <= 100, player khalyss (1d)	20.0	strength: 1d
6.08333333333	5.0	1.08333333333	0.0	kgs_wide 10 <= X <= 100, player wbathurs (1d)	12.0	strength: 1d
10.8421052632	5.15789473684	5.68421052632	0.0	kgs_wide 10 <= X <= 100, player pillflyfly (1d)	19.0	strength: 1d
10.8666666667	5.2	5.66666666667	0.0	kgs_wide 10 <= X <= 100, player Realidade (1d), subsampled to max 50	15.0	strength: 1d
10.1428571429	5.21428571429	4.92857142857	0.0	kgs_wide 10 <= X <= 100, player skiblack (1d)	14.0	strength: 1d
13.0	6.55555555556	6.44444444444	0.0	kgs_wide 10 <= X <= 100, player johnpark (1d), subsampled to max 50	27.0	strength: 1d
8.29411764706	5.47058823529	2.82352941176	0.0	kgs_wide 10 <= X <= 100, player tico (1d)	17.0	strength: 1d
11.6363636364	6.54545454545	5.09090909091	0.0	kgs_wide 10 <= X <= 100, player uraomote (1d)	11.0	strength: 1d
10.4285714286	5.82142857143	4.60714285714	0.0	kgs_wide 10 <= X <= 100, player XMbIPb (1d), subsampled to max 50	28.0	strength: 1d
15.0	8.31578947368	6.68421052632	0.0	kgs_wide 10 <= X <= 100, player ysaka (1d)	19.0	strength: 1d
9.14814814815	5.92592592593	3.22222222222	0.0	kgs_wide 10 <= X <= 100, player tugaru0321 (1d)	27.0	strength: 1d
12.9677419355	7.74193548387	5.22580645161	0.0	kgs_wide 10 <= X <= 100, player pono (1d)	31.0	strength: 1d
12.9230769231	6.46153846154	6.46153846154	0.0	kgs_wide 10 <= X <= 100, player albdoma (1d)	13.0	strength: 1d
12.9090909091	6.0	6.90909090909	0.0	kgs_wide 10 <= X <= 100, player jgxu (1d)	11.0	strength: 1d
9.75	6.33333333333	3.41666666667	0.0	kgs_wide 10 <= X <= 100, player KyuSkillz (1d)	12.0	strength: 1d
7.0243902439	4.9512195122	2.07317073171	0.0	kgs_wide 10 <= X <= 100, player Wei (1d)	41.0	strength: 1d
15.2352941176	6.11764705882	9.11764705882	0.0	kgs_wide 10 <= X <= 100, player mikeli (1d)	17.0	strength: 1d
8.69230769231	4.61538461538	4.07692307692	0.0	kgs_wide 10 <= X <= 100, player ikkko412 (1d)	26.0	strength: 1d
12.2222222222	7.27777777778	4.94444444444	0.0	kgs_wide 10 <= X <= 100, player fehler (1d)	18.0	strength: 1d
8.72727272727	4.09090909091	4.63636363636	0.0	kgs_wide 10 <= X <= 100, player ZT1LB (1d)	11.0	strength: 1d
8.8	6.13333333333	2.66666666667	0.0	kgs_wide 10 <= X <= 100, player seoulk2 (1d)	15.0	strength: 1d
8.32	4.84	3.48	0.0	kgs_wide 10 <= X <= 100, player GoBug (1d)	25.0	strength: 1d
7.7	5.05	2.65	0.0	kgs_wide 10 <= X <= 100, player grandpa (1d)	20.0	strength: 1d
7.82857142857	6.28571428571	1.54285714286	0.0	kgs_wide 10 <= X <= 100, player aifos (1d), subsampled to max 50	35.0	strength: 1d
8.0	4.07142857143	3.92857142857	0.0	kgs_wide 10 <= X <= 100, player cayfat (1d)	14.0	strength: 1d
6.69230769231	4.61538461538	2.07692307692	0.0	kgs_wide 10 <= X <= 100, player WWSD (1d)	13.0	strength: 1d
11.0588235294	5.17647058824	5.88235294118	0.0	kgs_wide 10 <= X <= 100, player sefton (1d)	17.0	strength: 1d
16.8181818182	7.36363636364	9.45454545455	0.0	kgs_wide 10 <= X <= 100, player Universe (1d)	11.0	strength: 1d
10.8260869565	6.10869565217	4.71739130435	0.0	kgs_wide 10 <= X <= 100, player sinsab58 (1d), subsampled to max 50	46.0	strength: 1d
13.1304347826	5.65217391304	7.47826086957	0.0	kgs_wide 10 <= X <= 100, player stoner (1d)	23.0	strength: 1d
11.0833333333	6.94444444444	4.13888888889	0.0	kgs_wide 10 <= X <= 100, player BBJkgGo (1d)	36.0	strength: 1d
11.4285714286	5.57142857143	5.85714285714	0.0	kgs_wide 10 <= X <= 100, player glock47 (1d)	14.0	strength: 1d
12.5555555556	5.92592592593	6.62962962963	0.0	kgs_wide 10 <= X <= 100, player nosaka (1d), subsampled to max 50	27.0	strength: 1d
11.3461538462	6.0	5.34615384615	0.0	kgs_wide 10 <= X <= 100, player michka (1d)	26.0	strength: 1d
10.4166666667	6.58333333333	3.83333333333	0.0	kgs_wide 10 <= X <= 100, player namgung (1d)	12.0	strength: 1d
7.65517241379	5.31034482759	2.34482758621	0.0	kgs_wide 10 <= X <= 100, player merci (1d)	29.0	strength: 1d
12.4545454545	5.90909090909	6.54545454545	0.0	kgs_wide 10 <= X <= 100, player boynoiloan (1d)	11.0	strength: 1d
12.1333333333	5.26666666667	6.86666666667	0.0	kgs_wide 10 <= X <= 100, player aqua (1d)	15.0	strength: 1d
11.625	5.5	6.125	0.0	kgs_wide 10 <= X <= 100, player conmeohen (1d)	16.0	strength: 1d
9.0	5.4375	3.5625	0.0	kgs_wide 10 <= X <= 100, player nnnn2007 (1d)	16.0	strength: 1d
11.0	6.28205128205	4.71794871795	0.0	kgs_wide 10 <= X <= 100, player SingHa (1d)	39.0	strength: 1d
11.7272727273	5.72727272727	6.0	0.0	kgs_wide 10 <= X <= 100, player Highwayman (1d)	11.0	strength: 1d
12.3636363636	6.29545454545	6.06818181818	0.0	kgs_wide 10 <= X <= 100, player huyhoang (1d)	44.0	strength: 1d
11.6666666667	6.44444444444	5.22222222222	0.0	kgs_wide 10 <= X <= 100, player knjyon (1d)	18.0	strength: 1d
12.375	6.625	5.75	0.0	kgs_wide 10 <= X <= 100, player shengli (1d), subsampled to max 50	16.0	strength: 1d
11.1333333333	5.53333333333	5.6	0.0	kgs_wide 10 <= X <= 100, player hate101 (1d), subsampled to max 50	30.0	strength: 1d
13.2058823529	6.14705882353	7.05882352941	0.0	kgs_wide 10 <= X <= 100, player brat11 (1d)	34.0	strength: 1d
13.1333333333	6.8	6.33333333333	0.0	kgs_wide 10 <= X <= 100, player ohlord (1d)	15.0	strength: 1d
12.6486486486	7.08108108108	5.56756756757	0.0	kgs_wide 10 <= X <= 100, player Arnaldo (1d)	37.0	strength: 1d
14.53125	6.625	7.90625	0.0	kgs_wide 10 <= X <= 100, player harukaze1 (1d), subsampled to max 50	32.0	strength: 1d
10.0606060606	6.0303030303	4.0303030303	1.0	kgs_wide 10 <= X <= 100, player tharkun (1k)	33.0	strength: 1k
10.4166666667	6.08333333333	4.33333333333	1.0	kgs_wide 10 <= X <= 100, player ham6030 (1k)	12.0	strength: 1k
8.05714285714	5.0	3.05714285714	1.0	kgs_wide 10 <= X <= 100, player fivelover (1k), subsampled to max 50	35.0	strength: 1k
11.0909090909	5.09090909091	6.0	1.0	kgs_wide 10 <= X <= 100, player rs220675 (1k)	11.0	strength: 1k
10.1428571429	6.71428571429	3.42857142857	1.0	kgs_wide 10 <= X <= 100, player XScorpioX (1k)	14.0	strength: 1k
9.30769230769	4.23076923077	5.07692307692	1.0	kgs_wide 10 <= X <= 100, player yeyene (1k)	13.0	strength: 1k
9.44	5.76	3.68	1.0	kgs_wide 10 <= X <= 100, player litlecolek (1k), subsampled to max 50	50.0	strength: 1k
7.28571428571	4.78571428571	2.5	1.0	kgs_wide 10 <= X <= 100, player nytili (1k)	14.0	strength: 1k
9.55555555556	6.0	3.55555555556	1.0	kgs_wide 10 <= X <= 100, player GoTanosiku (1k)	18.0	strength: 1k
16.0909090909	5.45454545455	10.6363636364	1.0	kgs_wide 10 <= X <= 100, player ayoub (1k)	11.0	strength: 1k
7.95238095238	4.52380952381	3.42857142857	1.0	kgs_wide 10 <= X <= 100, player Ploum (1k), subsampled to max 50	21.0	strength: 1k
14.8518518519	6.81481481481	8.03703703704	1.0	kgs_wide 10 <= X <= 100, player deon (1k), subsampled to max 50	27.0	strength: 1k
13.1333333333	5.13333333333	8.0	1.0	kgs_wide 10 <= X <= 100, player park0105 (1k)	15.0	strength: 1k
10.25	7.0	3.25	1.0	kgs_wide 10 <= X <= 100, player Bam (1k)	20.0	strength: 1k
10.3333333333	5.83333333333	4.5	1.0	kgs_wide 10 <= X <= 100, player xhcao (1k)	12.0	strength: 1k
9.07692307692	6.0	3.07692307692	1.0	kgs_wide 10 <= X <= 100, player bgm (1k)	13.0	strength: 1k
13.4285714286	6.35714285714	7.07142857143	1.0	kgs_wide 10 <= X <= 100, player kennji (1k)	14.0	strength: 1k
10.0666666667	5.56666666667	4.5	1.0	kgs_wide 10 <= X <= 100, player Moon9 (1k), subsampled to max 50	30.0	strength: 1k
8.42857142857	4.83333333333	3.59523809524	1.0	kgs_wide 10 <= X <= 100, player AndreyL (1k)	42.0	strength: 1k
12.25	5.25	7.0	1.0	kgs_wide 10 <= X <= 100, player Matsuyama (1k), subsampled to max 50	32.0	strength: 1k
8.35714285714	5.07142857143	3.28571428571	1.0	kgs_wide 10 <= X <= 100, player Bazilikan (1k)	14.0	strength: 1k
12.0857142857	5.91428571429	6.17142857143	1.0	kgs_wide 10 <= X <= 100, player jrss (1k), subsampled to max 50	35.0	strength: 1k
11.5238095238	5.2619047619	6.2619047619	1.0	kgs_wide 10 <= X <= 100, player Ube (1k), subsampled to max 50	42.0	strength: 1k
8.54545454545	5.27272727273	3.27272727273	1.0	kgs_wide 10 <= X <= 100, player goahead64 (1k)	22.0	strength: 1k
9.76923076923	4.46153846154	5.30769230769	1.0	kgs_wide 10 <= X <= 100, player Yuugao (1k)	13.0	strength: 1k
14.2105263158	7.0	7.21052631579	1.0	kgs_wide 10 <= X <= 100, player drojdie (1k), subsampled to max 50	19.0	strength: 1k
12.0769230769	7.30769230769	4.76923076923	1.0	kgs_wide 10 <= X <= 100, player DrSFBrains (1k)	13.0	strength: 1k
11.4615384615	7.30769230769	4.15384615385	1.0	kgs_wide 10 <= X <= 100, player gotoukuni (1k)	26.0	strength: 1k
8.44827586207	5.58620689655	2.86206896552	1.0	kgs_wide 10 <= X <= 100, player dragon8 (1k)	29.0	strength: 1k
10.2432432432	4.54054054054	5.7027027027	1.0	kgs_wide 10 <= X <= 100, player Nemia (1k), subsampled to max 50	37.0	strength: 1k
8.75	3.625	5.125	1.0	kgs_wide 10 <= X <= 100, player estridento (1k), subsampled to max 50	32.0	strength: 1k
11.3714285714	5.08571428571	6.28571428571	1.0	kgs_wide 10 <= X <= 100, player miro (1k)	35.0	strength: 1k
9.45	7.2	2.25	1.0	kgs_wide 10 <= X <= 100, player hongl (1k)	20.0	strength: 1k
12.52	6.36	6.16	1.0	kgs_wide 10 <= X <= 100, player okatch25 (1k)	25.0	strength: 1k
14.1851851852	6.55555555556	7.62962962963	1.0	kgs_wide 10 <= X <= 100, player PAINAK06 (1k)	27.0	strength: 1k
11.0212765957	5.31914893617	5.70212765957	1.0	kgs_wide 10 <= X <= 100, player Wizzos (1k)	47.0	strength: 1k
7.18181818182	4.75757575758	2.42424242424	1.0	kgs_wide 10 <= X <= 100, player Rucker (1k), subsampled to max 50	33.0	strength: 1k
9.08695652174	4.73913043478	4.34782608696	1.0	kgs_wide 10 <= X <= 100, player stamm (1k)	23.0	strength: 1k
12.4545454545	5.54545454545	6.90909090909	1.0	kgs_wide 10 <= X <= 100, player skywind (1k)	11.0	strength: 1k
11.1764705882	6.64705882353	4.52941176471	1.0	kgs_wide 10 <= X <= 100, player Gozirra (1k)	17.0	strength: 1k
7.58333333333	5.83333333333	1.75	1.0	kgs_wide 10 <= X <= 100, player qtmason (1k)	12.0	strength: 1k
10.0588235294	5.55882352941	4.5	1.0	kgs_wide 10 <= X <= 100, player tsukitomo (1k)	34.0	strength: 1k
7.46666666667	4.6	2.86666666667	1.0	kgs_wide 10 <= X <= 100, player s19is73 (1k)	15.0	strength: 1k
7.80769230769	5.03846153846	2.76923076923	1.0	kgs_wide 10 <= X <= 100, player kame57 (1k)	26.0	strength: 1k
8.70833333333	6.29166666667	2.41666666667	1.0	kgs_wide 10 <= X <= 100, player AYOCZI (1k), subsampled to max 50	24.0	strength: 1k
9.13793103448	5.72413793103	3.41379310345	1.0	kgs_wide 10 <= X <= 100, player YDOI (1k)	29.0	strength: 1k
13.5	4.75	8.75	1.0	kgs_wide 10 <= X <= 100, player kahluu (1k)	12.0	strength: 1k
9.52631578947	5.89473684211	3.63157894737	1.0	kgs_wide 10 <= X <= 100, player uro (1k), subsampled to max 50	19.0	strength: 1k
9.0625	5.0	4.0625	1.0	kgs_wide 10 <= X <= 100, player alex4 (1k)	16.0	strength: 1k
9.425	4.65	4.775	1.0	kgs_wide 10 <= X <= 100, player guiguistar (1k)	40.0	strength: 1k
8.92307692308	6.15384615385	2.76923076923	1.0	kgs_wide 10 <= X <= 100, player amenity (1k)	13.0	strength: 1k
6.54545454545	5.63636363636	0.909090909091	1.0	kgs_wide 10 <= X <= 100, player sokuten (1k)	11.0	strength: 1k
9.66666666667	4.93333333333	4.73333333333	1.0	kgs_wide 10 <= X <= 100, player oldo123 (1k)	15.0	strength: 1k
16.1666666667	6.83333333333	9.33333333333	1.0	kgs_wide 10 <= X <= 100, player Whitedog (1k)	12.0	strength: 1k
13.2553191489	6.14893617021	7.10638297872	1.0	kgs_wide 10 <= X <= 100, player Integral (1k), subsampled to max 50	47.0	strength: 1k
9.13157894737	5.26315789474	3.86842105263	1.0	kgs_wide 10 <= X <= 100, player gsy3k (1k)	38.0	strength: 1k
9.75	5.625	4.125	1.0	kgs_wide 10 <= X <= 100, player gildongmoo (1k), subsampled to max 50	48.0	strength: 1k
7.73333333333	4.48888888889	3.24444444444	1.0	kgs_wide 10 <= X <= 100, player flongy (1k)	45.0	strength: 1k
9.38461538462	6.76923076923	2.61538461538	1.0	kgs_wide 10 <= X <= 100, player GoForFun0 (1k)	13.0	strength: 1k
12.0512820513	6.97435897436	5.07692307692	1.0	kgs_wide 10 <= X <= 100, player taiwanyuh (1k), subsampled to max 50	39.0	strength: 1k
10.2142857143	5.92857142857	4.28571428571	1.0	kgs_wide 10 <= X <= 100, player LGildas (1k)	14.0	strength: 1k
11.2941176471	5.64705882353	5.64705882353	1.0	kgs_wide 10 <= X <= 100, player fnakabc (1k), subsampled to max 50	17.0	strength: 1k
9.91176470588	5.35294117647	4.55882352941	1.0	kgs_wide 10 <= X <= 100, player maysix (1k), subsampled to max 50	34.0	strength: 1k
13.875	6.875	7.0	1.0	kgs_wide 10 <= X <= 100, player VLBI (1k)	16.0	strength: 1k
14.1176470588	6.29411764706	7.82352941176	1.0	kgs_wide 10 <= X <= 100, player Kilik (1k)	17.0	strength: 1k
7.83333333333	3.91666666667	3.91666666667	1.0	kgs_wide 10 <= X <= 100, player Luculia (1k), subsampled to max 50	12.0	strength: 1k
14.9090909091	6.88636363636	8.02272727273	1.0	kgs_wide 10 <= X <= 100, player n2b (1k)	44.0	strength: 1k
6.27083333333	3.54166666667	2.72916666667	1.0	kgs_wide 10 <= X <= 100, player renGo (1k)	48.0	strength: 1k
11.9545454545	5.18181818182	6.77272727273	1.0	kgs_wide 10 <= X <= 100, player shihwin (1k)	22.0	strength: 1k
11.6	5.68	5.92	1.0	kgs_wide 10 <= X <= 100, player emre35 (1k)	25.0	strength: 1k
7.21875	5.0	2.21875	1.0	kgs_wide 10 <= X <= 100, player take1234 (1k), subsampled to max 50	32.0	strength: 1k
10.3	6.3	4.0	1.0	kgs_wide 10 <= X <= 100, player stonefun (1k), subsampled to max 50	30.0	strength: 1k
8.35714285714	5.14285714286	3.21428571429	1.0	kgs_wide 10 <= X <= 100, player akiyoshi2 (1k)	14.0	strength: 1k
9.25	7.0625	2.1875	1.0	kgs_wide 10 <= X <= 100, player bologoe (1k)	16.0	strength: 1k
9.33333333333	6.0	3.33333333333	1.0	kgs_wide 10 <= X <= 100, player huyhoang (1k)	12.0	strength: 1k
5.92592592593	5.62962962963	0.296296296296	1.0	kgs_wide 10 <= X <= 100, player execal (1k)	27.0	strength: 1k
13.5333333333	6.73333333333	6.8	1.0	kgs_wide 10 <= X <= 100, player panwilson (1k)	15.0	strength: 1k
8.46153846154	5.23076923077	3.23076923077	1.0	kgs_wide 10 <= X <= 100, player pppp2008 (1k)	13.0	strength: 1k
10.7391304348	5.4347826087	5.30434782609	1.0	kgs_wide 10 <= X <= 100, player yuuki278 (1k), subsampled to max 50	23.0	strength: 1k
11.5833333333	4.66666666667	6.91666666667	1.0	kgs_wide 10 <= X <= 100, player CrazyIris (1k)	12.0	strength: 1k
17.4375	6.625	10.8125	1.0	kgs_wide 10 <= X <= 100, player NinthLife (1k)	16.0	strength: 1k
10.5454545455	6.90909090909	3.63636363636	1.0	kgs_wide 10 <= X <= 100, player panch007 (1k)	11.0	strength: 1k
13.9230769231	5.46153846154	8.46153846154	1.0	kgs_wide 10 <= X <= 100, player greener (1k)	13.0	strength: 1k
10.5217391304	5.4347826087	5.08695652174	1.0	kgs_wide 10 <= X <= 100, player benie8 (1k)	46.0	strength: 1k
6.14285714286	3.78571428571	2.35714285714	1.0	kgs_wide 10 <= X <= 100, player JeansebL (1k)	14.0	strength: 1k
15.3714285714	6.85714285714	8.51428571429	1.0	kgs_wide 10 <= X <= 100, player harukaze1 (1k), subsampled to max 50	35.0	strength: 1k
11.08	5.96	5.12	1.0	kgs_wide 10 <= X <= 100, player megaschaf (1k)	25.0	strength: 1k
10.8571428571	7.04761904762	3.80952380952	1.0	kgs_wide 10 <= X <= 100, player ikuta (1k)	21.0	strength: 1k
10.0	5.94117647059	4.05882352941	1.0	kgs_wide 10 <= X <= 100, player anduril (1k)	17.0	strength: 1k
12.5	6.95	5.55	1.0	kgs_wide 10 <= X <= 100, player Macaca (1k)	20.0	strength: 1k
10.4210526316	5.47368421053	4.94736842105	1.0	kgs_wide 10 <= X <= 100, player hate101 (1k)	19.0	strength: 1k
7.36363636364	3.27272727273	4.09090909091	1.0	kgs_wide 10 <= X <= 100, player chrono3450 (1k)	11.0	strength: 1k
10.25	5.41666666667	4.83333333333	1.0	kgs_wide 10 <= X <= 100, player dch (1k)	12.0	strength: 1k
10.8235294118	5.70588235294	5.11764705882	1.0	kgs_wide 10 <= X <= 100, player kchau25 (1k), subsampled to max 50	17.0	strength: 1k
15.2105263158	6.42105263158	8.78947368421	1.0	kgs_wide 10 <= X <= 100, player topfar (1k)	19.0	strength: 1k
13.7222222222	6.69444444444	7.02777777778	1.0	kgs_wide 10 <= X <= 100, player yoshito (1k), subsampled to max 50	36.0	strength: 1k
9.33333333333	5.08333333333	4.25	1.0	kgs_wide 10 <= X <= 100, player ryo123 (1k)	12.0	strength: 1k
14.5263157895	7.26315789474	7.26315789474	1.0	kgs_wide 10 <= X <= 100, player tsano (1k)	19.0	strength: 1k
14.3636363636	6.54545454545	7.81818181818	1.0	kgs_wide 10 <= X <= 100, player ibolino (1k), subsampled to max 50	11.0	strength: 1k
11.9285714286	6.78571428571	5.14285714286	1.0	kgs_wide 10 <= X <= 100, player sohn (1k)	14.0	strength: 1k
12.3076923077	5.5	6.80769230769	1.0	kgs_wide 10 <= X <= 100, player yossy (1k)	26.0	strength: 1k
13.0	7.38461538462	5.61538461538	1.0	kgs_wide 10 <= X <= 100, player kohe (1k)	13.0	strength: 1k
12.5	7.05555555556	5.44444444444	1.0	kgs_wide 10 <= X <= 100, player weis (1k)	18.0	strength: 1k
7.88888888889	5.11111111111	2.77777777778	1.0	kgs_wide 10 <= X <= 100, player loveMoon (1k)	27.0	strength: 1k
17.2222222222	6.88888888889	10.3333333333	1.0	kgs_wide 10 <= X <= 100, player harupelo (1k)	18.0	strength: 1k
10.6363636364	5.81818181818	4.81818181818	1.0	kgs_wide 10 <= X <= 100, player hattorix (1k)	11.0	strength: 1k
11.0	7.68421052632	3.31578947368	1.0	kgs_wide 10 <= X <= 100, player juh (1k)	19.0	strength: 1k
9.67741935484	5.87096774194	3.8064516129	1.0	kgs_wide 10 <= X <= 100, player sorinus (1k)	31.0	strength: 1k
7.71428571429	4.07142857143	3.64285714286	1.0	kgs_wide 10 <= X <= 100, player f0rk (1k)	14.0	strength: 1k
13.2608695652	6.95652173913	6.30434782609	1.0	kgs_wide 10 <= X <= 100, player hayama (1k), subsampled to max 50	23.0	strength: 1k
6.90909090909	5.18181818182	1.72727272727	1.0	kgs_wide 10 <= X <= 100, player krsr (1k)	11.0	strength: 1k
11.4761904762	5.90476190476	5.57142857143	1.0	kgs_wide 10 <= X <= 100, player NV24 (1k), subsampled to max 50	42.0	strength: 1k
9.94117647059	4.35294117647	5.58823529412	1.0	kgs_wide 10 <= X <= 100, player akatombo (1k)	17.0	strength: 1k
8.04166666667	4.79166666667	3.25	1.0	kgs_wide 10 <= X <= 100, player personne (1k)	24.0	strength: 1k
11.75	5.8125	5.9375	1.0	kgs_wide 10 <= X <= 100, player jong (1k)	16.0	strength: 1k
12.4666666667	5.6	6.86666666667	1.0	kgs_wide 10 <= X <= 100, player FraTeoX (1k), subsampled to max 50	15.0	strength: 1k
11.9166666667	5.25	6.66666666667	1.0	kgs_wide 10 <= X <= 100, player Talamasca (1k)	12.0	strength: 1k
14.5	6.83333333333	7.66666666667	1.0	kgs_wide 10 <= X <= 100, player wung0704 (1k)	24.0	strength: 1k
10.7857142857	5.28571428571	5.5	1.0	kgs_wide 10 <= X <= 100, player Jorga (1k)	14.0	strength: 1k
12.7894736842	5.31578947368	7.47368421053	1.0	kgs_wide 10 <= X <= 100, player Sake2 (1k)	19.0	strength: 1k
10.7272727273	5.36363636364	5.36363636364	2.0	kgs_wide 10 <= X <= 100, player coba (2k)	11.0	strength: 2k
11.75	6.15625	5.59375	2.0	kgs_wide 10 <= X <= 100, player saryan (2k)	32.0	strength: 2k
12.2790697674	6.81395348837	5.46511627907	2.0	kgs_wide 10 <= X <= 100, player ASMA (2k), subsampled to max 50	43.0	strength: 2k
9.29411764706	5.58823529412	3.70588235294	2.0	kgs_wide 10 <= X <= 100, player yame (2k)	17.0	strength: 2k
11.0204081633	5.91836734694	5.10204081633	2.0	kgs_wide 10 <= X <= 100, player mgeo (2k)	49.0	strength: 2k
6.27272727273	3.54545454545	2.72727272727	2.0	kgs_wide 10 <= X <= 100, player playgo2010 (2k)	11.0	strength: 2k
13.1071428571	6.35714285714	6.75	2.0	kgs_wide 10 <= X <= 100, player hayama (2k), subsampled to max 50	28.0	strength: 2k
7.74074074074	3.81481481481	3.92592592593	2.0	kgs_wide 10 <= X <= 100, player AndrPavl (2k)	27.0	strength: 2k
10.9285714286	6.71428571429	4.21428571429	2.0	kgs_wide 10 <= X <= 100, player Quentin (2k)	14.0	strength: 2k
12.7894736842	6.10526315789	6.68421052632	2.0	kgs_wide 10 <= X <= 100, player kleung (2k)	38.0	strength: 2k
12.5333333333	5.83333333333	6.7	2.0	kgs_wide 10 <= X <= 100, player ePjPe (2k)	30.0	strength: 2k
11.32	6.04	5.28	2.0	kgs_wide 10 <= X <= 100, player himeno (2k)	25.0	strength: 2k
7.28571428571	4.33333333333	2.95238095238	2.0	kgs_wide 10 <= X <= 100, player muku449 (2k)	21.0	strength: 2k
11.25	5.75	5.5	2.0	kgs_wide 10 <= X <= 100, player non (2k)	16.0	strength: 2k
12.1875	7.1875	5.0	2.0	kgs_wide 10 <= X <= 100, player tasatanav2 (2k)	16.0	strength: 2k
7.8125	4.72916666667	3.08333333333	2.0	kgs_wide 10 <= X <= 100, player kazekobo (2k), subsampled to max 50	48.0	strength: 2k
11.8611111111	6.55555555556	5.30555555556	2.0	kgs_wide 10 <= X <= 100, player snowball00 (2k)	36.0	strength: 2k
12.4285714286	5.75	6.67857142857	2.0	kgs_wide 10 <= X <= 100, player kissmenow (2k)	28.0	strength: 2k
6.96551724138	4.06896551724	2.89655172414	2.0	kgs_wide 10 <= X <= 100, player ake (2k), subsampled to max 50	29.0	strength: 2k
12.0	5.89473684211	6.10526315789	2.0	kgs_wide 10 <= X <= 100, player Kiska (2k)	19.0	strength: 2k
10.2307692308	6.15384615385	4.07692307692	2.0	kgs_wide 10 <= X <= 100, player syoun (2k)	13.0	strength: 2k
8.4375	3.9375	4.5	2.0	kgs_wide 10 <= X <= 100, player oshirocs (2k)	16.0	strength: 2k
8.75	4.16666666667	4.58333333333	2.0	kgs_wide 10 <= X <= 100, player cenalexis (2k)	12.0	strength: 2k
11.25	5.9375	5.3125	2.0	kgs_wide 10 <= X <= 100, player Fratloev (2k)	16.0	strength: 2k
8.58333333333	4.83333333333	3.75	2.0	kgs_wide 10 <= X <= 100, player kune (2k)	12.0	strength: 2k
6.80487804878	3.31707317073	3.48780487805	2.0	kgs_wide 10 <= X <= 100, player Hahn (2k)	41.0	strength: 2k
6.78571428571	4.64285714286	2.14285714286	2.0	kgs_wide 10 <= X <= 100, player modcan (2k)	14.0	strength: 2k
12.7083333333	5.75	6.95833333333	2.0	kgs_wide 10 <= X <= 100, player NV24 (2k), subsampled to max 50	48.0	strength: 2k
