f0(wins #points)	f0(loses #points)	player strength	OSL name	OSL size	Image name
6.0	3.64285714286	2.0	kgs_wide 10 <= X <= 100, player vikki2 (2k)	11.0	strength: 2k
14.375	3.625	2.0	kgs_wide 10 <= X <= 100, player tsukitomo (2k)	14.0	strength: 2k
7.5	5.75	2.0	kgs_wide 10 <= X <= 100, player perp (2k)	18.0	strength: 2k
5.83333333333	14.7	2.0	kgs_wide 10 <= X <= 100, player sirotyans (2k)	36.0	strength: 2k
4.38235294118	7.88235294118	2.0	kgs_wide 10 <= X <= 100, player pko (2k)	49.0	strength: 2k
0.0	20.6818181818	2.0	kgs_wide 10 <= X <= 100, player ArtSax (2k)	25.0	strength: 2k
30.5	0.0	2.0	kgs_wide 10 <= X <= 100, player fareed (2k)	12.0	strength: 2k
27.25	0.0	2.0	kgs_wide 10 <= X <= 100, player iamgogogo (2k)	11.0	strength: 2k
58.375	6.0	2.0	kgs_wide 10 <= X <= 100, player ikuji (2k)	21.0	strength: 2k
1.35714285714	12.7142857143	2.0	kgs_wide 10 <= X <= 100, player yosikazu (2k)	19.0	strength: 2k
3.83333333333	11.0	2.0	kgs_wide 10 <= X <= 100, player tskk806 (2k), subsampled to max 50	15.0	strength: 2k
8.58333333333	8.75	2.0	kgs_wide 10 <= X <= 100, player Golfkiyo (2k)	12.0	strength: 2k
7.66666666667	3.22222222222	2.0	kgs_wide 10 <= X <= 100, player morinisi (2k)	34.0	strength: 2k
4.51923076923	6.86538461538	2.0	kgs_wide 10 <= X <= 100, player gotonbo (2k)	42.0	strength: 2k
23.0	9.16666666667	2.0	kgs_wide 10 <= X <= 100, player sinuk (2k)	15.0	strength: 2k
9.0	4.83333333333	2.0	kgs_wide 10 <= X <= 100, player iTengen (2k)	17.0	strength: 2k
6.8	0.7	2.0	kgs_wide 10 <= X <= 100, player sekandosek (2k)	14.0	strength: 2k
8.1	3.36	2.0	kgs_wide 10 <= X <= 100, player goplaying (2k), subsampled to max 50	45.0	strength: 2k
13.5	0.0	2.0	kgs_wide 10 <= X <= 100, player cat99 (2k), subsampled to max 50	16.0	strength: 2k
7.77777777778	0.944444444444	2.0	kgs_wide 10 <= X <= 100, player kgs1d (2k)	20.0	strength: 2k
5.05555555556	5.22222222222	2.0	kgs_wide 10 <= X <= 100, player ibolino (2k)	35.0	strength: 2k
1.5	0.0	2.0	kgs_wide 10 <= X <= 100, player okatch25 (2k)	11.0	strength: 2k
0.1875	16.4375	2.0	kgs_wide 10 <= X <= 100, player marty (2k)	17.0	strength: 2k
6.07142857143	6.71428571429	2.0	kgs_wide 10 <= X <= 100, player kchau25 (2k)	24.0	strength: 2k
4.125	14.375	2.0	kgs_wide 10 <= X <= 100, player eznir (2k)	11.0	strength: 2k
7.16666666667	6.16666666667	2.0	kgs_wide 10 <= X <= 100, player martinhell (2k)	18.0	strength: 2k
0.0	27.3333333333	2.0	kgs_wide 10 <= X <= 100, player Maelstrom (2k)	13.0	strength: 2k
3.16666666667	7.0	2.0	kgs_wide 10 <= X <= 100, player sa3 (2k)	19.0	strength: 2k
7.70833333333	6.79166666667	2.0	kgs_wide 10 <= X <= 100, player kioo (2k)	31.0	strength: 2k
107.951612903	0.0	2.0	kgs_wide 10 <= X <= 100, player Test123 (2k)	42.0	strength: 2k
10.25	6.75	2.0	kgs_wide 10 <= X <= 100, player fnakabc (2k), subsampled to max 50	44.0	strength: 2k
9.225	3.175	2.0	kgs_wide 10 <= X <= 100, player uro (2k), subsampled to max 50	41.0	strength: 2k
7.1	5.8	2.0	kgs_wide 10 <= X <= 100, player paulz (2k)	30.0	strength: 2k
2.8	13.3	2.0	kgs_wide 10 <= X <= 100, player knyang (2k)	38.0	strength: 2k
5.7	3.0	2.0	kgs_wide 10 <= X <= 100, player ram (2k)	14.0	strength: 2k
9.5	2.2	2.0	kgs_wide 10 <= X <= 100, player KAkira (2k)	18.0	strength: 2k
13.7	8.8	2.0	kgs_wide 10 <= X <= 100, player zzz (2k)	30.0	strength: 2k
4.9	12.95	2.0	kgs_wide 10 <= X <= 100, player LaSoaz1 (2k), subsampled to max 50	40.0	strength: 2k
6.0625	8.9375	2.0	kgs_wide 10 <= X <= 100, player Mjolner (2k), subsampled to max 50	32.0	strength: 2k
7.53333333333	12.2333333333	2.0	kgs_wide 10 <= X <= 100, player landon (2k)	20.0	strength: 2k
46.6875	2.0625	2.0	kgs_wide 10 <= X <= 100, player blankflash (2k)	19.0	strength: 2k
0.0	0.0	2.0	kgs_wide 10 <= X <= 100, player ysku (2k)	12.0	strength: 2k
3.0	6.07142857143	2.0	kgs_wide 10 <= X <= 100, player otoshibumi (2k)	11.0	strength: 2k
19.2	2.5	2.0	kgs_wide 10 <= X <= 100, player tonton126 (2k)	20.0	strength: 2k
8.0	2.125	2.0	kgs_wide 10 <= X <= 100, player ikuta (2k), subsampled to max 50	24.0	strength: 2k
4.9	12.5	2.0	kgs_wide 10 <= X <= 100, player Stogi48 (2k), subsampled to max 50	15.0	strength: 2k
0.0	29.0	2.0	kgs_wide 10 <= X <= 100, player lordtham (2k)	12.0	strength: 2k
0.166666666667	11.3333333333	2.0	kgs_wide 10 <= X <= 100, player Minollo (2k)	28.0	strength: 2k
9.5	3.33333333333	2.0	kgs_wide 10 <= X <= 100, player execal (2k)	38.0	strength: 2k
9.5	3.6	2.0	kgs_wide 10 <= X <= 100, player HeeroYuy (2k)	12.0	strength: 2k
2.07142857143	4.71428571429	2.0	kgs_wide 10 <= X <= 100, player ym2271 (2k)	13.0	strength: 2k
12.71875	7.15625	2.0	kgs_wide 10 <= X <= 100, player Nemia (2k)	41.0	strength: 2k
8.5	2.0	2.0	kgs_wide 10 <= X <= 100, player katuhiko (2k), subsampled to max 50	15.0	strength: 2k
5.57692307692	4.46153846154	2.0	kgs_wide 10 <= X <= 100, player fedefede (2k), subsampled to max 50	32.0	strength: 2k
0.5	14.0	2.0	kgs_wide 10 <= X <= 100, player hisa (2k)	19.0	strength: 2k
3.83333333333	0.0	2.0	kgs_wide 10 <= X <= 100, player sdc1209 (2k)	11.0	strength: 2k
12.6666666667	7.77777777778	2.0	kgs_wide 10 <= X <= 100, player kikuchi126 (2k), subsampled to max 50	40.0	strength: 2k
7.1	2.4	2.0	kgs_wide 10 <= X <= 100, player kasamatu (2k), subsampled to max 50	28.0	strength: 2k
12.1	1.8	2.0	kgs_wide 10 <= X <= 100, player VDSVDS (2k)	19.0	strength: 2k
9.75	15.4375	2.0	kgs_wide 10 <= X <= 100, player skzhaha (2k)	30.0	strength: 2k
0.75	1.25	2.0	kgs_wide 10 <= X <= 100, player teazen (2k)	11.0	strength: 2k
9.88235294118	7.61764705882	2.0	kgs_wide 10 <= X <= 100, player Wizzos (2k)	46.0	strength: 2k
2.92857142857	17.1428571429	2.0	kgs_wide 10 <= X <= 100, player servic (2k)	12.0	strength: 2k
13.0	4.25	2.0	kgs_wide 10 <= X <= 100, player nakade11 (2k)	11.0	strength: 2k
11.6666666667	6.16666666667	2.0	kgs_wide 10 <= X <= 100, player nokun56 (2k)	26.0	strength: 2k
34.25	0.0	2.0	kgs_wide 10 <= X <= 100, player Sampi (2k)	15.0	strength: 2k
6.92857142857	12.8571428571	2.0	kgs_wide 10 <= X <= 100, player taizo (2k)	11.0	strength: 2k
10.8333333333	4.55555555556	2.0	kgs_wide 10 <= X <= 100, player usrx (2k)	29.0	strength: 2k
5.35714285714	12.0	2.0	kgs_wide 10 <= X <= 100, player makoto12 (2k)	22.0	strength: 2k
3.70833333333	13.2916666667	2.0	kgs_wide 10 <= X <= 100, player GoTour (2k)	22.0	strength: 2k
7.54545454545	6.13636363636	2.0	kgs_wide 10 <= X <= 100, player Sir (2k)	17.0	strength: 2k
12.5	5.25	2.0	kgs_wide 10 <= X <= 100, player sirayuki3 (2k), subsampled to max 50	43.0	strength: 2k
4.34	7.84	2.0	kgs_wide 10 <= X <= 100, player alexng456 (2k)	45.0	strength: 2k
23.6666666667	0.0	2.0	kgs_wide 10 <= X <= 100, player ffourA (2k)	22.0	strength: 2k
11.5833333333	1.08333333333	3.0	kgs_wide 10 <= X <= 100, player myway666 (3k)	13.0	strength: 3k
0.6	16.1	3.0	kgs_wide 10 <= X <= 100, player picka (3k)	17.0	strength: 3k
9.89285714286	13.3928571429	3.0	kgs_wide 10 <= X <= 100, player jabez (3k)	41.0	strength: 3k
14.8	8.6	3.0	kgs_wide 10 <= X <= 100, player lexansoft (3k)	14.0	strength: 3k
4.96875	18.34375	3.0	kgs_wide 10 <= X <= 100, player Bato (3k)	27.0	strength: 3k
8.42307692308	11.0	3.0	kgs_wide 10 <= X <= 100, player yukio9673 (3k)	28.0	strength: 3k
21.0833333333	0.0	3.0	kgs_wide 10 <= X <= 100, player MichaelSKY (3k)	20.0	strength: 3k
9.4	1.7	3.0	kgs_wide 10 <= X <= 100, player MarianneDe (3k)	19.0	strength: 3k
6.55263157895	1.05263157895	3.0	kgs_wide 10 <= X <= 100, player atomu (3k)	30.0	strength: 3k
6.92857142857	15.7142857143	3.0	kgs_wide 10 <= X <= 100, player Shindoki (3k)	14.0	strength: 3k
15.0	0.0	3.0	kgs_wide 10 <= X <= 100, player MAXHO (3k)	12.0	strength: 3k
4.75	1.41666666667	3.0	kgs_wide 10 <= X <= 100, player naito1951 (3k)	14.0	strength: 3k
6.54166666667	5.29166666667	3.0	kgs_wide 10 <= X <= 100, player mmm (3k), subsampled to max 50	18.0	strength: 3k
2.42857142857	9.78571428571	3.0	kgs_wide 10 <= X <= 100, player ysw (3k)	21.0	strength: 3k
11.9166666667	0.916666666667	3.0	kgs_wide 10 <= X <= 100, player virtuoso (3k)	20.0	strength: 3k
1.5	5.33333333333	3.0	kgs_wide 10 <= X <= 100, player jek (3k)	14.0	strength: 3k
9.02941176471	8.94117647059	3.0	kgs_wide 10 <= X <= 100, player ikezuki (3k)	37.0	strength: 3k
8.0	13.4090909091	3.0	kgs_wide 10 <= X <= 100, player natumi (3k)	46.0	strength: 3k
3.66666666667	16.5	3.0	kgs_wide 10 <= X <= 100, player Zhongfei9 (3k)	17.0	strength: 3k
5.125	15.375	3.0	kgs_wide 10 <= X <= 100, player kamigou714 (3k)	12.0	strength: 3k
0.7	15.8	3.0	kgs_wide 10 <= X <= 100, player Caelum (3k), subsampled to max 50	11.0	strength: 3k
40.0	2.5	3.0	kgs_wide 10 <= X <= 100, player lee1218 (3k)	39.0	strength: 3k
5.03571428571	12.5357142857	3.0	kgs_wide 10 <= X <= 100, player effel (3k), subsampled to max 50	23.0	strength: 3k
10.5	13.0	3.0	kgs_wide 10 <= X <= 100, player HiHappy (3k)	39.0	strength: 3k
12.5	0.0	3.0	kgs_wide 10 <= X <= 100, player inuno (3k)	14.0	strength: 3k
4.35	13.85	3.0	kgs_wide 10 <= X <= 100, player altea (3k), subsampled to max 50	26.0	strength: 3k
18.5	0.0	3.0	kgs_wide 10 <= X <= 100, player komokuni (3k)	11.0	strength: 3k
5.57142857143	11.2142857143	3.0	kgs_wide 10 <= X <= 100, player goandgo (3k), subsampled to max 50	34.0	strength: 3k
3.85	6.75	3.0	kgs_wide 10 <= X <= 100, player kada (3k)	20.0	strength: 3k
3.1	17.4	3.0	kgs_wide 10 <= X <= 100, player re4k (3k)	16.0	strength: 3k
6.55	6.15	3.0	kgs_wide 10 <= X <= 100, player bei08 (3k)	23.0	strength: 3k
6.39285714286	11.5357142857	3.0	kgs_wide 10 <= X <= 100, player aea (3k)	36.0	strength: 3k
6.08333333333	14.9166666667	3.0	kgs_wide 10 <= X <= 100, player Santa007 (3k), subsampled to max 50	45.0	strength: 3k
9.73684210526	4.81578947368	3.0	kgs_wide 10 <= X <= 100, player JiriK (3k)	40.0	strength: 3k
26.1666666667	0.0	3.0	kgs_wide 10 <= X <= 100, player SLGay (3k)	20.0	strength: 3k
7.125	4.4375	3.0	kgs_wide 10 <= X <= 100, player akioy (3k)	33.0	strength: 3k
14.4	0.9	3.0	kgs_wide 10 <= X <= 100, player somlai (3k)	11.0	strength: 3k
11.8888888889	0.0555555555556	3.0	kgs_wide 10 <= X <= 100, player hiranuma (3k)	25.0	strength: 3k
23.1666666667	0.0	3.0	kgs_wide 10 <= X <= 100, player harukaze1 (3k), subsampled to max 50	12.0	strength: 3k
11.2142857143	9.14285714286	3.0	kgs_wide 10 <= X <= 100, player rinko (3k)	35.0	strength: 3k
9.3125	2.3125	3.0	kgs_wide 10 <= X <= 100, player blonpina (3k)	21.0	strength: 3k
3.96153846154	12.5384615385	3.0	kgs_wide 10 <= X <= 100, player TKTK (3k), subsampled to max 50	29.0	strength: 3k
11.4375	2.3125	3.0	kgs_wide 10 <= X <= 100, player labaraka (3k)	15.0	strength: 3k
21.5833333333	3.25	3.0	kgs_wide 10 <= X <= 100, player kokimura (3k)	17.0	strength: 3k
2.5	9.92307692308	3.0	kgs_wide 10 <= X <= 100, player sbkk (3k)	19.0	strength: 3k
8.01923076923	5.86538461538	3.0	kgs_wide 10 <= X <= 100, player miino3 (3k), subsampled to max 50	37.0	strength: 3k
6.03846153846	6.61538461538	3.0	kgs_wide 10 <= X <= 100, player Tyousei (3k)	26.0	strength: 3k
11.5	17.6	3.0	kgs_wide 10 <= X <= 100, player zrg753 (3k), subsampled to max 50	19.0	strength: 3k
15.0	6.625	3.0	kgs_wide 10 <= X <= 100, player DrSFBrains (3k)	12.0	strength: 3k
6.875	5.875	3.0	kgs_wide 10 <= X <= 100, player t1944s (3k), subsampled to max 50	27.0	strength: 3k
0.0	0.0	3.0	kgs_wide 10 <= X <= 100, player ezra (3k)	12.0	strength: 3k
2.0625	22.8125	3.0	kgs_wide 10 <= X <= 100, player nomenest (3k)	19.0	strength: 3k
13.3913043478	1.0652173913	3.0	kgs_wide 10 <= X <= 100, player ebi (3k)	42.0	strength: 3k
12.03125	5.71875	3.0	kgs_wide 10 <= X <= 100, player paulfac (3k)	32.0	strength: 3k
7.35416666667	13.7291666667	3.0	kgs_wide 10 <= X <= 100, player poporo (3k)	34.0	strength: 3k
8.70588235294	10.2647058824	3.0	kgs_wide 10 <= X <= 100, player Wizzos (3k)	45.0	strength: 3k
0.0	0.0	3.0	kgs_wide 10 <= X <= 100, player wh2004 (3k), subsampled to max 50	11.0	strength: 3k
3.875	13.875	3.0	kgs_wide 10 <= X <= 100, player tyyyy (3k)	13.0	strength: 3k
21.625	7.625	3.0	kgs_wide 10 <= X <= 100, player tiei (3k)	15.0	strength: 3k
1.125	23.625	3.0	kgs_wide 10 <= X <= 100, player sapurai (3k), subsampled to max 50	12.0	strength: 3k
19.7	0.0	3.0	kgs_wide 10 <= X <= 100, player nao (3k)	14.0	strength: 3k
6.3	4.4	3.0	kgs_wide 10 <= X <= 100, player trantran07 (3k), subsampled to max 50	50.0	strength: 3k
12.2941176471	4.20588235294	3.0	kgs_wide 10 <= X <= 100, player coba (3k), subsampled to max 50	31.0	strength: 3k
13.625	0.875	3.0	kgs_wide 10 <= X <= 100, player kamiura (3k)	11.0	strength: 3k
2.75	13.25	3.0	kgs_wide 10 <= X <= 100, player kko81180 (3k)	14.0	strength: 3k
5.29411764706	7.85294117647	3.0	kgs_wide 10 <= X <= 100, player takanokats (3k)	28.0	strength: 3k
4.78571428571	14.6785714286	3.0	kgs_wide 10 <= X <= 100, player sstakechan (3k)	47.0	strength: 3k
6.8	23.5	3.0	kgs_wide 10 <= X <= 100, player safina (3k)	11.0	strength: 3k
22.9444444444	11.3333333333	3.0	kgs_wide 10 <= X <= 100, player louistera (3k)	14.0	strength: 3k
10.0192307692	1.25	3.0	kgs_wide 10 <= X <= 100, player Kanchan (3k), subsampled to max 50	50.0	strength: 3k
6.22727272727	5.27272727273	3.0	kgs_wide 10 <= X <= 100, player yy1952 (3k)	26.0	strength: 3k
10.65	1.25	3.0	kgs_wide 10 <= X <= 100, player a12451 (3k)	20.0	strength: 3k
10.875	7.625	3.0	kgs_wide 10 <= X <= 100, player muramatuk (3k)	16.0	strength: 3k
2.27272727273	11.2272727273	3.0	kgs_wide 10 <= X <= 100, player mosi (3k)	41.0	strength: 3k
15.875	13.8125	3.0	kgs_wide 10 <= X <= 100, player LTL92 (3k)	14.0	strength: 3k
0.0	27.5	3.0	kgs_wide 10 <= X <= 100, player yb3327 (3k)	11.0	strength: 3k
36.5	8.27272727273	3.0	kgs_wide 10 <= X <= 100, player Aivonix (3k)	25.0	strength: 3k
15.7142857143	15.0714285714	3.0	kgs_wide 10 <= X <= 100, player gormul (3k)	14.0	strength: 3k
34.7222222222	0.0	3.0	kgs_wide 10 <= X <= 100, player budda (3k)	23.0	strength: 3k
4.25	4.25	3.0	kgs_wide 10 <= X <= 100, player double7 (3k)	12.0	strength: 3k
8.60526315789	12.9473684211	3.0	kgs_wide 10 <= X <= 100, player LaSoaz1 (3k)	39.0	strength: 3k
15.1111111111	1.05555555556	3.0	kgs_wide 10 <= X <= 100, player HEFEI1989 (3k)	22.0	strength: 3k
6.0	13.6428571429	3.0	kgs_wide 10 <= X <= 100, player eboshi1 (3k), subsampled to max 50	25.0	strength: 3k
2.625	17.625	3.0	kgs_wide 10 <= X <= 100, player sigm (3k)	20.0	strength: 3k
2.75	3.375	3.0	kgs_wide 10 <= X <= 100, player aoshima (3k)	26.0	strength: 3k
36.3333333333	1.5	3.0	kgs_wide 10 <= X <= 100, player Maverik (3k)	49.0	strength: 3k
11.4	3.3	3.0	kgs_wide 10 <= X <= 100, player mura2010 (3k)	12.0	strength: 3k
8.40909090909	4.36363636364	3.0	kgs_wide 10 <= X <= 100, player Bern915 (3k), subsampled to max 50	42.0	strength: 3k
11.5625	3.9375	3.0	kgs_wide 10 <= X <= 100, player dyang (3k)	21.0	strength: 3k
6.84210526316	10.5526315789	3.0	kgs_wide 10 <= X <= 100, player rockcapekn (3k)	27.0	strength: 3k
10.5	0.0	3.0	kgs_wide 10 <= X <= 100, player laiwei (3k)	18.0	strength: 3k
4.825	10.375	3.0	kgs_wide 10 <= X <= 100, player saikai (3k), subsampled to max 50	32.0	strength: 3k
1.83333333333	6.33333333333	3.0	kgs_wide 10 <= X <= 100, player bobsat (3k)	15.0	strength: 3k
6.33333333333	1.94444444444	3.0	kgs_wide 10 <= X <= 100, player pwr (3k)	21.0	strength: 3k
13.5	2.5	3.0	kgs_wide 10 <= X <= 100, player Kirill (3k)	46.0	strength: 3k
4.88461538462	2.53846153846	3.0	kgs_wide 10 <= X <= 100, player kougot (3k)	37.0	strength: 3k
12.3333333333	1.16666666667	3.0	kgs_wide 10 <= X <= 100, player tomm (3k)	35.0	strength: 3k
15.75	0.0	3.0	kgs_wide 10 <= X <= 100, player i130to (3k)	12.0	strength: 3k
8.0	10.9285714286	3.0	kgs_wide 10 <= X <= 100, player shintarou (3k)	14.0	strength: 3k
14.25	0.821428571429	3.0	kgs_wide 10 <= X <= 100, player dinghy05 (3k)	34.0	strength: 3k
11.4411764706	4.58823529412	3.0	kgs_wide 10 <= X <= 100, player yuuma (3k), subsampled to max 50	32.0	strength: 3k
0.0	12.5	3.0	kgs_wide 10 <= X <= 100, player Hiroyan (3k)	11.0	strength: 3k
8.68421052632	6.02631578947	3.0	kgs_wide 10 <= X <= 100, player toshio60 (3k)	28.0	strength: 3k
3.9	9.8	3.0	kgs_wide 10 <= X <= 100, player Zetoo (3k)	17.0	strength: 3k
9.57142857143	9.7380952381	3.0	kgs_wide 10 <= X <= 100, player upon116 (3k), subsampled to max 50	34.0	strength: 3k
5.15	10.65	3.0	kgs_wide 10 <= X <= 100, player nks146 (3k)	25.0	strength: 3k
4.58333333333	2.91666666667	3.0	kgs_wide 10 <= X <= 100, player wingsun (3k)	18.0	strength: 3k
6.92857142857	10.8571428571	3.0	kgs_wide 10 <= X <= 100, player georgero (3k)	16.0	strength: 3k
17.2777777778	3.33333333333	3.0	kgs_wide 10 <= X <= 100, player Mjolner (3k)	40.0	strength: 3k
21.4444444444	4.27777777778	3.0	kgs_wide 10 <= X <= 100, player franklin (3k)	18.0	strength: 3k
41.375	1.625	3.0	kgs_wide 10 <= X <= 100, player Nigeteiru (3k)	17.0	strength: 3k
2.5	17.4285714286	3.0	kgs_wide 10 <= X <= 100, player ymu (3k)	22.0	strength: 3k
1.45	3.95	3.0	kgs_wide 10 <= X <= 100, player BOTIBOTI (3k)	16.0	strength: 3k
26.3	0.0	3.0	kgs_wide 10 <= X <= 100, player lithograph (3k)	21.0	strength: 3k
0.0	8.0	3.0	kgs_wide 10 <= X <= 100, player biwaprius (3k)	11.0	strength: 3k
14.96875	5.78125	3.0	kgs_wide 10 <= X <= 100, player ooyama (3k)	27.0	strength: 3k
2.91666666667	6.08333333333	3.0	kgs_wide 10 <= X <= 100, player lonlyhart (3k)	14.0	strength: 3k
11.7647058824	5.38235294118	3.0	kgs_wide 10 <= X <= 100, player Divid (3k), subsampled to max 50	35.0	strength: 3k
6.77777777778	5.94444444444	3.0	kgs_wide 10 <= X <= 100, player lendoz (3k)	21.0	strength: 3k
20.5	0.0	3.0	kgs_wide 10 <= X <= 100, player MrAntrobus (3k)	12.0	strength: 3k
9.42592592593	14.2592592593	4.0	kgs_wide 10 <= X <= 100, player kohno (4k)	35.0	strength: 4k
6.25	7.08333333333	4.0	kgs_wide 10 <= X <= 100, player siosai (4k)	17.0	strength: 4k
29.0	0.5	4.0	kgs_wide 10 <= X <= 100, player Zetoo (4k)	21.0	strength: 4k
0.0	20.0	4.0	kgs_wide 10 <= X <= 100, player kasetaka (4k)	11.0	strength: 4k
19.2727272727	4.77272727273	4.0	kgs_wide 10 <= X <= 100, player bkgo (4k)	19.0	strength: 4k
0.0	13.5	4.0	kgs_wide 10 <= X <= 100, player tosato (4k)	12.0	strength: 4k
6.55555555556	4.94444444444	4.0	kgs_wide 10 <= X <= 100, player xdzz (4k)	12.0	strength: 4k
16.1666666667	4.0	4.0	kgs_wide 10 <= X <= 100, player Sampi (4k), subsampled to max 50	20.0	strength: 4k
10.3333333333	1.38888888889	4.0	kgs_wide 10 <= X <= 100, player sede (4k)	26.0	strength: 4k
8.6	21.7	4.0	kgs_wide 10 <= X <= 100, player rurumoppe (4k)	12.0	strength: 4k
16.8125	1.6875	4.0	kgs_wide 10 <= X <= 100, player west (4k)	16.0	strength: 4k
3.41666666667	19.5833333333	4.0	kgs_wide 10 <= X <= 100, player Gts223 (4k)	19.0	strength: 4k
1.65	4.75	4.0	kgs_wide 10 <= X <= 100, player harukaze1 (4k), subsampled to max 50	30.0	strength: 4k
14.5	4.14285714286	4.0	kgs_wide 10 <= X <= 100, player viper69 (4k)	15.0	strength: 4k
20.0	0.0	4.0	kgs_wide 10 <= X <= 100, player yosida (4k)	11.0	strength: 4k
3.0	9.0	4.0	kgs_wide 10 <= X <= 100, player asuka9201 (4k)	12.0	strength: 4k
2.66666666667	13.625	4.0	kgs_wide 10 <= X <= 100, player Handtalk58 (4k)	45.0	strength: 4k
4.375	24.125	4.0	kgs_wide 10 <= X <= 100, player conduongdi (4k)	13.0	strength: 4k
5.63636363636	12.7727272727	4.0	kgs_wide 10 <= X <= 100, player godragon (4k)	13.0	strength: 4k
8.5	8.16666666667	4.0	kgs_wide 10 <= X <= 100, player JiriK (4k)	15.0	strength: 4k
8.1	13.1333333333	4.0	kgs_wide 10 <= X <= 100, player tuto766 (4k)	31.0	strength: 4k
4.72222222222	5.44444444444	4.0	kgs_wide 10 <= X <= 100, player tamafuzita (4k)	22.0	strength: 4k
4.27777777778	17.8888888889	4.0	kgs_wide 10 <= X <= 100, player oi (4k)	22.0	strength: 4k
11.5	12.3333333333	4.0	kgs_wide 10 <= X <= 100, player Earnest (4k)	15.0	strength: 4k
9.6875	5.6875	4.0	kgs_wide 10 <= X <= 100, player otaru (4k)	17.0	strength: 4k
52.8333333333	0.0	4.0	kgs_wide 10 <= X <= 100, player Mjolner (4k)	16.0	strength: 4k
11.9	0.0	4.0	kgs_wide 10 <= X <= 100, player ojama (4k)	20.0	strength: 4k
17.0	10.7	4.0	kgs_wide 10 <= X <= 100, player greatwood (4k)	13.0	strength: 4k
11.55	6.25	4.0	kgs_wide 10 <= X <= 100, player Nweeby (4k)	17.0	strength: 4k
2.41666666667	5.25	4.0	kgs_wide 10 <= X <= 100, player Ummo (4k)	11.0	strength: 4k
0.75	15.75	4.0	kgs_wide 10 <= X <= 100, player opq (4k)	17.0	strength: 4k
23.8333333333	0.0	4.0	kgs_wide 10 <= X <= 100, player asdqw7 (4k)	12.0	strength: 4k
0.0	17.5	4.0	kgs_wide 10 <= X <= 100, player gotomobo (4k)	16.0	strength: 4k
11.125	9.75	4.0	kgs_wide 10 <= X <= 100, player kimura (4k)	28.0	strength: 4k
1.36666666667	19.4	4.0	kgs_wide 10 <= X <= 100, player kumagoro (4k), subsampled to max 50	24.0	strength: 4k
4.68181818182	9.27272727273	4.0	kgs_wide 10 <= X <= 100, player UGr (4k)	17.0	strength: 4k
11.625	23.625	4.0	kgs_wide 10 <= X <= 100, player nomenest (4k)	14.0	strength: 4k
4.25	3.75	4.0	kgs_wide 10 <= X <= 100, player ray168 (4k)	13.0	strength: 4k
0.0	14.7857142857	4.0	kgs_wide 10 <= X <= 100, player hilo (4k)	13.0	strength: 4k
32.0	4.1	4.0	kgs_wide 10 <= X <= 100, player Hiul (4k)	14.0	strength: 4k
3.45	8.25	4.0	kgs_wide 10 <= X <= 100, player DUYMINH (4k), subsampled to max 50	32.0	strength: 4k
0.0	17.0	4.0	kgs_wide 10 <= X <= 100, player dosyaburi (4k)	11.0	strength: 4k
8.75	24.5	4.0	kgs_wide 10 <= X <= 100, player syama (4k)	12.0	strength: 4k
17.1875	3.9375	4.0	kgs_wide 10 <= X <= 100, player Divid (4k)	14.0	strength: 4k
13.5	0.0	4.0	kgs_wide 10 <= X <= 100, player tacchann (4k)	18.0	strength: 4k
21.9	3.8	4.0	kgs_wide 10 <= X <= 100, player virtuoso (4k)	14.0	strength: 4k
7.57142857143	10.6428571429	4.0	kgs_wide 10 <= X <= 100, player Chemist (4k)	22.0	strength: 4k
11.0909090909	4.5	4.0	kgs_wide 10 <= X <= 100, player fedefede (4k), subsampled to max 50	19.0	strength: 4k
7.33333333333	5.5	4.0	kgs_wide 10 <= X <= 100, player misor (4k)	11.0	strength: 4k
11.5	0.0	4.0	kgs_wide 10 <= X <= 100, player arabian (4k), subsampled to max 50	11.0	strength: 4k
0.0	2.5	4.0	kgs_wide 10 <= X <= 100, player iamjoe (4k)	13.0	strength: 4k
2.77272727273	19.3636363636	4.0	kgs_wide 10 <= X <= 100, player minomushi2 (4k)	30.0	strength: 4k
9.94736842105	10.3947368421	4.0	kgs_wide 10 <= X <= 100, player Lestat1337 (4k), subsampled to max 50	43.0	strength: 4k
3.97222222222	6.30555555556	4.0	kgs_wide 10 <= X <= 100, player Kuro96 (4k), subsampled to max 50	36.0	strength: 4k
12.4166666667	4.25	4.0	kgs_wide 10 <= X <= 100, player Whiteflag (4k)	14.0	strength: 4k
7.61538461538	0.807692307692	4.0	kgs_wide 10 <= X <= 100, player tman (4k)	45.0	strength: 4k
16.9285714286	0.0	4.0	kgs_wide 10 <= X <= 100, player tu88tnx73 (4k)	12.0	strength: 4k
17.75	2.75	4.0	kgs_wide 10 <= X <= 100, player hy (4k)	20.0	strength: 4k
4.375	9.175	4.0	kgs_wide 10 <= X <= 100, player tanikohken (4k), subsampled to max 50	27.0	strength: 4k
30.0	1.5	4.0	kgs_wide 10 <= X <= 100, player Number6 (4k), subsampled to max 50	23.0	strength: 4k
0.0	19.5	4.0	kgs_wide 10 <= X <= 100, player christoff (4k)	12.0	strength: 4k
4.32	19.1	4.0	kgs_wide 10 <= X <= 100, player DavidLG (4k)	46.0	strength: 4k
12.875	21.125	4.0	kgs_wide 10 <= X <= 100, player topiapro (4k)	17.0	strength: 4k
