f0(wins #points)	f0(loses #points)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
3.58333333333	0.5	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 11	16.0	style_2: Go Seigen
0.84375	2.90625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 0	16.0	style_2: Yamashita Keigo
1.16666666667	2.08333333333	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 1	16.0	style_2: Yamashita Keigo
1.625	1.875	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 2	16.0	style_2: Yamashita Keigo
1.38888888889	2.33333333333	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 3	16.0	style_2: Yamashita Keigo
2.0	2.1	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 4	16.0	style_2: Yamashita Keigo
0.916666666667	5.41666666667	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 5	16.0	style_2: Yamashita Keigo
2.2	1.3	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 6	16.0	style_2: Yamashita Keigo
2.375	0.625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 7	16.0	style_2: Yamashita Keigo
0.75	2.75	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 8	16.0	style_2: Yamashita Keigo
1.83333333333	1.66666666667	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 9	16.0	style_2: Yamashita Keigo
3.1	1.2	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 10	16.0	style_2: Yamashita Keigo
3.16666666667	2.83333333333	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 11	16.0	style_2: Yamashita Keigo
1.625	0.208333333333	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 0	16.0	style_2: Luo Xihe
1.45	1.15	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 1	16.0	style_2: Luo Xihe
0.45	0.55	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 2	16.0	style_2: Luo Xihe
5.75	1.125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 3	16.0	style_2: Luo Xihe
2.83333333333	0.0833333333333	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 4	16.0	style_2: Luo Xihe
0.875	0.583333333333	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 5	16.0	style_2: Luo Xihe
1.875	0.625	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 6	16.0	style_2: Luo Xihe
0.25	1.5	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 7	16.0	style_2: Luo Xihe
0.464285714286	1.64285714286	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 8	16.0	style_2: Luo Xihe
0.25	0.541666666667	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 9	16.0	style_2: Luo Xihe
2.75	0.0625	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 10	16.0	style_2: Luo Xihe
2.75	0.0	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 11	16.0	style_2: Luo Xihe
2.33333333333	1.83333333333	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 0	16.0	style_2: Kobayashi Koichi
0.636363636364	3.68181818182	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 1	16.0	style_2: Kobayashi Koichi
3.07142857143	1.71428571429	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 2	16.0	style_2: Kobayashi Koichi
1.8125	1.9375	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 3	16.0	style_2: Kobayashi Koichi
0.95	2.75	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 4	16.0	style_2: Kobayashi Koichi
1.35	5.45	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 5	16.0	style_2: Kobayashi Koichi
2.1	1.6	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 6	16.0	style_2: Kobayashi Koichi
1.95454545455	2.09090909091	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 7	16.0	style_2: Kobayashi Koichi
4.27777777778	3.33333333333	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 8	16.0	style_2: Kobayashi Koichi
3.11111111111	0.722222222222	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 9	16.0	style_2: Kobayashi Koichi
2.07142857143	2.0	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 10	16.0	style_2: Kobayashi Koichi
2.13636363636	2.90909090909	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 11	16.0	style_2: Kobayashi Koichi
1.83333333333	4.33333333333	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 0	16.0	style_2: Yuki Satoshi
2.16666666667	1.88888888889	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 1	16.0	style_2: Yuki Satoshi
0.833333333333	1.0	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 2	16.0	style_2: Yuki Satoshi
4.3	0.9	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 3	16.0	style_2: Yuki Satoshi
4.0	3.5	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 4	16.0	style_2: Yuki Satoshi
2.0	0.0	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 5	16.0	style_2: Yuki Satoshi
2.58333333333	1.75	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 6	16.0	style_2: Yuki Satoshi
0.833333333333	1.66666666667	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 7	16.0	style_2: Yuki Satoshi
2.25	0.0	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 8	16.0	style_2: Yuki Satoshi
1.5	2.0	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 9	16.0	style_2: Yuki Satoshi
3.58333333333	0.583333333333	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 10	16.0	style_2: Yuki Satoshi
2.125	0.375	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 11	16.0	style_2: Yuki Satoshi
3.125	0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 0	16.0	style_2: Otake Hideo
1.5	0.5	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 1	16.0	style_2: Otake Hideo
2.75	0.6875	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 2	16.0	style_2: Otake Hideo
3.25	0.75	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 3	16.0	style_2: Otake Hideo
0.75	1.75	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 4	16.0	style_2: Otake Hideo
3.7	0.6	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 5	16.0	style_2: Otake Hideo
1.71428571429	1.07142857143	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 6	16.0	style_2: Otake Hideo
4.1	0.0	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 7	16.0	style_2: Otake Hideo
3.0	0.1	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 8	16.0	style_2: Otake Hideo
2.0	0.5	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 9	16.0	style_2: Otake Hideo
3.0	1.16666666667	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 10	16.0	style_2: Otake Hideo
6.125	0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 11	16.0	style_2: Otake Hideo
4.25	0.25	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 0	16.0	style_2: Yi Ch'ang-ho
2.66666666667	0.666666666667	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 1	16.0	style_2: Yi Ch'ang-ho
6.3	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 2	16.0	style_2: Yi Ch'ang-ho
4.91666666667	0.25	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 3	16.0	style_2: Yi Ch'ang-ho
1.85714285714	0.785714285714	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 4	16.0	style_2: Yi Ch'ang-ho
5.25	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 5	16.0	style_2: Yi Ch'ang-ho
6.5	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 6	16.0	style_2: Yi Ch'ang-ho
3.9375	0.0625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 7	16.0	style_2: Yi Ch'ang-ho
1.71428571429	0.428571428571	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 8	16.0	style_2: Yi Ch'ang-ho
2.78571428571	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 9	16.0	style_2: Yi Ch'ang-ho
2.8125	0.6875	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 10	16.0	style_2: Yi Ch'ang-ho
2.625	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 11	16.0	style_2: Yi Ch'ang-ho
2.91666666667	0.0	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 0	16.0	style_2: Chen Yaoye
1.66666666667	0.416666666667	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 1	16.0	style_2: Chen Yaoye
2.28571428571	0.142857142857	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 2	16.0	style_2: Chen Yaoye
1.15625	0.8125	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 3	16.0	style_2: Chen Yaoye
0.583333333333	0.583333333333	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 4	16.0	style_2: Chen Yaoye
0.96875	0.625	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 5	16.0	style_2: Chen Yaoye
1.95	0.25	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 6	16.0	style_2: Chen Yaoye
0.321428571429	1.96428571429	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 7	16.0	style_2: Chen Yaoye
3.25	0.0	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 8	16.0	style_2: Chen Yaoye
0.964285714286	1.25	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 9	16.0	style_2: Chen Yaoye
1.58333333333	3.58333333333	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 10	16.0	style_2: Chen Yaoye
0.7	1.05	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 11	16.0	style_2: Chen Yaoye
0.0	4.7	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 0	16.0	style_2: Takemiya Masaki
1.14285714286	1.17857142857	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 1	16.0	style_2: Takemiya Masaki
2.11111111111	2.72222222222	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 2	16.0	style_2: Takemiya Masaki
3.41666666667	1.91666666667	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 3	16.0	style_2: Takemiya Masaki
1.05555555556	3.44444444444	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 4	16.0	style_2: Takemiya Masaki
1.5	2.6875	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 5	16.0	style_2: Takemiya Masaki
0.625	3.375	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 6	16.0	style_2: Takemiya Masaki
2.625	1.5	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 7	16.0	style_2: Takemiya Masaki
1.41666666667	2.58333333333	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 8	16.0	style_2: Takemiya Masaki
4.0	4.0	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 9	16.0	style_2: Takemiya Masaki
2.5	2.25	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 10	16.0	style_2: Takemiya Masaki
2.58333333333	4.25	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 11	16.0	style_2: Takemiya Masaki
1.83333333333	2.33333333333	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 0	16.0	style_2: Kato Masao
1.85	0.95	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 1	16.0	style_2: Kato Masao
0.1875	4.3125	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 2	16.0	style_2: Kato Masao
0.0	1.9	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 3	16.0	style_2: Kato Masao
2.42857142857	2.35714285714	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 4	16.0	style_2: Kato Masao
2.16666666667	2.16666666667	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 5	16.0	style_2: Kato Masao
2.33333333333	2.16666666667	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 6	16.0	style_2: Kato Masao
0.3	4.0	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 7	16.0	style_2: Kato Masao
2.8	2.7	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 8	16.0	style_2: Kato Masao
2.61111111111	1.0	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 9	16.0	style_2: Kato Masao
1.92857142857	1.14285714286	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 10	16.0	style_2: Kato Masao
2.83333333333	0.0	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 11	16.0	style_2: Kato Masao
3.375	1.25	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 0	16.0	style_2: Cho U
3.25	0.416666666667	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 1	16.0	style_2: Cho U
3.65	0.55	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 2	16.0	style_2: Cho U
1.18181818182	2.18181818182	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 3	16.0	style_2: Cho U
1.83333333333	2.66666666667	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 4	16.0	style_2: Cho U
0.625	1.125	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 5	16.0	style_2: Cho U
1.25	0.875	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 6	16.0	style_2: Cho U
