f0(wins by points)	f0(wins by resign)	f0(wp - wr)	f0(lost by points)	f0(lost by resign)	f0(lp - lr)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
0.125	0.4375	-0.3125	0.375	0.0625	0.3125	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 2	16.0	style_2: Ishida Yoshio
0.333333333333	0.333333333333	0.0	0.133333333333	0.2	-0.0666666666667	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 3	16.0	style_2: Ishida Yoshio
0.1875	0.25	-0.0625	0.25	0.3125	-0.0625	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 4	16.0	style_2: Ishida Yoshio
0.2	0.266666666667	-0.0666666666667	0.466666666667	0.0666666666667	0.4	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 5	16.0	style_2: Ishida Yoshio
0.285714285714	0.285714285714	0.0	0.214285714286	0.214285714286	0.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 6	16.0	style_2: Ishida Yoshio
0.25	0.1875	0.0625	0.25	0.3125	-0.0625	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 7	16.0	style_2: Ishida Yoshio
0.3125	0.125	0.1875	0.4375	0.125	0.3125	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 8	16.0	style_2: Ishida Yoshio
0.4375	0.1875	0.25	0.125	0.25	-0.125	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 9	16.0	style_2: Ishida Yoshio
0.3125	0.125	0.1875	0.4375	0.125	0.3125	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 10	16.0	style_2: Ishida Yoshio
0.1875	0.3125	-0.125	0.375	0.125	0.25	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 11	16.0	style_2: Ishida Yoshio
0.133333333333	0.733333333333	-0.6	0.133333333333	0.0	0.133333333333	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 0	16.0	style_2: Go Seigen
0.0	0.8	-0.8	0.133333333333	0.0666666666667	0.0666666666667	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 1	16.0	style_2: Go Seigen
0.266666666667	0.466666666667	-0.2	0.0666666666667	0.2	-0.133333333333	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 2	16.0	style_2: Go Seigen
0.133333333333	0.6	-0.466666666667	0.133333333333	0.133333333333	0.0	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 3	16.0	style_2: Go Seigen
0.0666666666667	0.466666666667	-0.4	0.333333333333	0.133333333333	0.2	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 4	16.0	style_2: Go Seigen
0.3125	0.4375	-0.125	0.125	0.125	0.0	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 5	16.0	style_2: Go Seigen
0.1875	0.5	-0.3125	0.125	0.1875	-0.0625	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 6	16.0	style_2: Go Seigen
0.363636363636	0.454545454545	-0.0909090909091	0.181818181818	0.0	0.181818181818	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 7	16.0	style_2: Go Seigen
0.214285714286	0.428571428571	-0.214285714286	0.357142857143	0.0	0.357142857143	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 8	16.0	style_2: Go Seigen
0.2	0.466666666667	-0.266666666667	0.2	0.133333333333	0.0666666666667	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 9	16.0	style_2: Go Seigen
0.0625	0.8125	-0.75	0.0625	0.0625	0.0	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 10	16.0	style_2: Go Seigen
0.3125	0.5625	-0.25	0.0625	0.0625	0.0	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 11	16.0	style_2: Go Seigen
0.2	0.4	-0.2	0.333333333333	0.0666666666667	0.266666666667	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 0	16.0	style_2: Yamashita Keigo
0.125	0.5	-0.375	0.25	0.125	0.125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 1	16.0	style_2: Yamashita Keigo
0.2	0.6	-0.4	0.0666666666667	0.133333333333	-0.0666666666667	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 2	16.0	style_2: Yamashita Keigo
0.1875	0.3125	-0.125	0.375	0.125	0.25	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 3	16.0	style_2: Yamashita Keigo
0.125	0.5	-0.375	0.1875	0.1875	0.0	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 4	16.0	style_2: Yamashita Keigo
0.0625	0.3125	-0.25	0.3125	0.3125	0.0	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 5	16.0	style_2: Yamashita Keigo
0.125	0.625	-0.5	0.1875	0.0625	0.125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 6	16.0	style_2: Yamashita Keigo
0.2	0.6	-0.4	0.0666666666667	0.133333333333	-0.0666666666667	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 7	16.0	style_2: Yamashita Keigo
0.125	0.625	-0.5	0.125	0.125	0.0	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 8	16.0	style_2: Yamashita Keigo
0.0625	0.625	-0.5625	0.125	0.1875	-0.0625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 9	16.0	style_2: Yamashita Keigo
0.1875	0.5	-0.3125	0.125	0.1875	-0.0625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 10	16.0	style_2: Yamashita Keigo
0.125	0.5625	-0.4375	0.25	0.0625	0.1875	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 11	16.0	style_2: Yamashita Keigo
0.3125	0.125	0.1875	0.0625	0.5	-0.4375	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 0	16.0	style_2: Luo Xihe
0.133333333333	0.333333333333	-0.2	0.2	0.333333333333	-0.133333333333	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 1	16.0	style_2: Luo Xihe
0.1875	0.25	-0.0625	0.125	0.4375	-0.3125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 2	16.0	style_2: Luo Xihe
0.0625	0.375	-0.3125	0.0625	0.5	-0.4375	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 3	16.0	style_2: Luo Xihe
0.125	0.5	-0.375	0.0625	0.3125	-0.25	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 4	16.0	style_2: Luo Xihe
0.1875	0.1875	0.0	0.1875	0.4375	-0.25	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 5	16.0	style_2: Luo Xihe
0.125	0.1875	-0.0625	0.125	0.5625	-0.4375	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 6	16.0	style_2: Luo Xihe
0.0625	0.5	-0.4375	0.125	0.3125	-0.1875	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 7	16.0	style_2: Luo Xihe
0.1875	0.25	-0.0625	0.25	0.3125	-0.0625	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 8	16.0	style_2: Luo Xihe
0.125	0.375	-0.25	0.25	0.25	0.0	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 9	16.0	style_2: Luo Xihe
0.1875	0.5625	-0.375	0.0625	0.1875	-0.125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 10	16.0	style_2: Luo Xihe
0.133333333333	0.533333333333	-0.4	0.0	0.333333333333	-0.333333333333	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 11	16.0	style_2: Luo Xihe
0.125	0.5625	-0.4375	0.25	0.0625	0.1875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 0	16.0	style_2: Kobayashi Koichi
0.125	0.125	0.0	0.5625	0.1875	0.375	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 1	16.0	style_2: Kobayashi Koichi
0.3125	0.4375	-0.125	0.125	0.125	0.0	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 2	16.0	style_2: Kobayashi Koichi
0.1875	0.4375	-0.25	0.3125	0.0625	0.25	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 3	16.0	style_2: Kobayashi Koichi
0.1875	0.375	-0.1875	0.4375	0.0	0.4375	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 4	16.0	style_2: Kobayashi Koichi
0.3125	0.25	0.0625	0.3125	0.125	0.1875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 5	16.0	style_2: Kobayashi Koichi
0.1875	0.375	-0.1875	0.125	0.3125	-0.1875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 6	16.0	style_2: Kobayashi Koichi
0.4375	0.25	0.1875	0.25	0.0625	0.1875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 7	16.0	style_2: Kobayashi Koichi
0.3125	0.375	-0.0625	0.25	0.0625	0.1875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 8	16.0	style_2: Kobayashi Koichi
0.375	0.3125	0.0625	0.1875	0.125	0.0625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 9	16.0	style_2: Kobayashi Koichi
0.333333333333	0.4	-0.0666666666667	0.133333333333	0.133333333333	0.0	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 10	16.0	style_2: Kobayashi Koichi
0.333333333333	0.2	0.133333333333	0.4	0.0666666666667	0.333333333333	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 11	16.0	style_2: Kobayashi Koichi
0.0666666666667	0.466666666667	-0.4	0.133333333333	0.333333333333	-0.2	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 0	16.0	style_2: Yuki Satoshi
0.333333333333	0.4	-0.0666666666667	0.266666666667	0.0	0.266666666667	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 1	16.0	style_2: Yuki Satoshi
0.0666666666667	0.6	-0.533333333333	0.133333333333	0.2	-0.0666666666667	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 2	16.0	style_2: Yuki Satoshi
0.266666666667	0.4	-0.133333333333	0.0666666666667	0.266666666667	-0.2	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 3	16.0	style_2: Yuki Satoshi
0.25	0.3125	-0.0625	0.125	0.3125	-0.1875	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 4	16.0	style_2: Yuki Satoshi
0.25	0.1875	0.0625	0.0	0.5625	-0.5625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 5	16.0	style_2: Yuki Satoshi
0.230769230769	0.153846153846	0.0769230769231	0.230769230769	0.384615384615	-0.153846153846	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 6	16.0	style_2: Yuki Satoshi
0.0625	0.375	-0.3125	0.125	0.4375	-0.3125	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 7	16.0	style_2: Yuki Satoshi
0.25	0.4375	-0.1875	0.0	0.3125	-0.3125	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 8	16.0	style_2: Yuki Satoshi
0.0625	0.5625	-0.5	0.125	0.25	-0.125	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 9	16.0	style_2: Yuki Satoshi
0.333333333333	0.466666666667	-0.133333333333	0.0666666666667	0.133333333333	-0.0666666666667	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 10	16.0	style_2: Yuki Satoshi
0.1875	0.5	-0.3125	0.0625	0.25	-0.1875	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 11	16.0	style_2: Yuki Satoshi
0.1875	0.3125	-0.125	0.0625	0.4375	-0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 0	16.0	style_2: Otake Hideo
0.125	0.3125	-0.1875	0.125	0.4375	-0.3125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 1	16.0	style_2: Otake Hideo
0.25	0.1875	0.0625	0.25	0.3125	-0.0625	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 2	16.0	style_2: Otake Hideo
0.4375	0.0625	0.375	0.1875	0.3125	-0.125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 3	16.0	style_2: Otake Hideo
0.0625	0.4375	-0.375	0.0625	0.4375	-0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 4	16.0	style_2: Otake Hideo
0.1875	0.375	-0.1875	0.125	0.3125	-0.1875	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 5	16.0	style_2: Otake Hideo
0.25	0.125	0.125	0.1875	0.4375	-0.25	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 6	16.0	style_2: Otake Hideo
0.3125	0.3125	0.0	0.0	0.375	-0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 7	16.0	style_2: Otake Hideo
0.25	0.3125	-0.0625	0.0625	0.375	-0.3125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 8	16.0	style_2: Otake Hideo
0.125	0.4375	-0.3125	0.0625	0.375	-0.3125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 9	16.0	style_2: Otake Hideo
0.125	0.4375	-0.3125	0.0625	0.375	-0.3125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 10	16.0	style_2: Otake Hideo
0.1875	0.375	-0.1875	0.0625	0.375	-0.3125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 11	16.0	style_2: Otake Hideo
0.428571428571	0.285714285714	0.142857142857	0.142857142857	0.142857142857	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 0	16.0	style_2: Yi Ch'ang-ho
0.25	0.4375	-0.1875	0.125	0.1875	-0.0625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 1	16.0	style_2: Yi Ch'ang-ho
0.3125	0.25	0.0625	0.0	0.4375	-0.4375	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 2	16.0	style_2: Yi Ch'ang-ho
0.3125	0.5625	-0.25	0.0625	0.0625	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 3	16.0	style_2: Yi Ch'ang-ho
0.25	0.375	-0.125	0.1875	0.1875	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 4	16.0	style_2: Yi Ch'ang-ho
0.5	0.3125	0.1875	0.0	0.1875	-0.1875	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 5	16.0	style_2: Yi Ch'ang-ho
0.0666666666667	0.6	-0.533333333333	0.0	0.333333333333	-0.333333333333	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 6	16.0	style_2: Yi Ch'ang-ho
0.4375	0.4375	0.0	0.0625	0.0625	0.0	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 7	16.0	style_2: Yi Ch'ang-ho
0.333333333333	0.466666666667	-0.133333333333	0.133333333333	0.0666666666667	0.0666666666667	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 8	16.0	style_2: Yi Ch'ang-ho
0.4375	0.375	0.0625	0.0	0.1875	-0.1875	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 9	16.0	style_2: Yi Ch'ang-ho
0.3125	0.375	-0.0625	0.1875	0.125	0.0625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 10	16.0	style_2: Yi Ch'ang-ho
0.5	0.4375	0.0625	0.0	0.0625	-0.0625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 11	16.0	style_2: Yi Ch'ang-ho
0.1875	0.6875	-0.5	0.0	0.125	-0.125	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 0	16.0	style_2: Chen Yaoye
0.375	0.1875	0.1875	0.1875	0.25	-0.0625	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 1	16.0	style_2: Chen Yaoye
0.333333333333	0.266666666667	0.0666666666667	0.133333333333	0.266666666667	-0.133333333333	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 2	16.0	style_2: Chen Yaoye
0.1875	0.125	0.0625	0.3125	0.375	-0.0625	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 3	16.0	style_2: Chen Yaoye
