f0(bdist histogram: move <= 16, bdist <= 2)	f0(bdist histogram: move <= 16, bdist == 3)	f0(bdist histogram: move <= 16, bdist == 4)	f0(bdist histogram: move <= 16, bdist > 4)	f0(bdist histogram: 16 < move <= 64, bdist <= 2)	f0(bdist histogram: 16 < move <= 64, bdist == 3)	f0(bdist histogram: 16 < move <= 64, bdist == 4)	f0(bdist histogram: 16 < move <= 64, bdist > 4)	f0(bdist histogram: 64 < move <= 160, bdist <= 2)	f0(bdist histogram: 64 < move <= 160, bdist == 3)	f0(bdist histogram: 64 < move <= 160, bdist == 4)	f0(bdist histogram: 64 < move <= 160, bdist > 4)	f0(bdist histogram: move > 160, bdist <= 2)	f0(bdist histogram: move > 160, bdist == 3)	f0(bdist histogram: move > 160, bdist == 4)	f0(bdist histogram: move > 160, bdist > 4)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
0.25	4.4375	3.125	0.1875	4.8125	6.5	4.75	7.9375	10.0625	7.3125	7.75	22.875	13.0625	5.25	4.3125	11.625	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 0	16.0	style_2: Rui Naiwei
0.5625	4.25	2.625	0.5625	3.6875	6.0625	5.125	9.125	9.6875	6.4375	7.25	19.625	11.25	2.75	2.75	10.75	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 1	16.0	style_2: Rui Naiwei
0.5625	3.8125	3.25	0.375	4.8125	7.125	5.5625	6.5	9.875	5.8125	7.0625	21.25	9.25	3.125	2.4375	11.8125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 2	16.0	style_2: Rui Naiwei
0.0625	4.1875	3.25	0.5	4.25	6.25	5.5625	7.9375	9.125	6.875	6.6875	24.1875	11.5	2.875	3.4375	11.25	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 3	16.0	style_2: Rui Naiwei
0.5	3.8125	3.5625	0.125	4.125	6.0	5.5	8.375	12.375	8.125	6.4375	20.6875	16.5625	3.875	3.0625	14.3125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 4	16.0	style_2: Rui Naiwei
0.4375	4.3125	2.9375	0.3125	4.5	6.125	4.9375	8.4375	10.3125	6.3125	6.1875	23.5	10.8125	3.0625	2.5	9.6875	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 5	16.0	style_2: Rui Naiwei
0.25	4.3125	3.125	0.3125	3.625	6.25	6.0	8.125	10.9375	6.5625	5.125	24.625	15.9375	4.625	4.375	13.25	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 6	16.0	style_2: Rui Naiwei
0.5	4.625	2.6875	0.1875	4.5	6.375	4.9375	8.1875	10.6875	7.3125	6.9375	20.8125	12.5	3.3125	3.375	13.125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 7	16.0	style_2: Rui Naiwei
0.125	4.1875	3.0	0.6875	4.3125	6.0	5.4375	8.25	10.25	7.4375	7.4375	20.0	12.6875	3.1875	2.9375	10.125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 8	16.0	style_2: Rui Naiwei
0.5	4.1875	2.8125	0.5	4.75	6.75	5.0	7.5	10.0625	6.4375	6.4375	25.0625	9.4375	3.0625	3.6875	7.8125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 9	16.0	style_2: Rui Naiwei
0.25	3.6875	3.5625	0.5	5.0	6.9375	4.5625	7.5	10.875	6.75	6.625	20.375	10.8125	2.9375	3.8125	13.375	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 10	16.0	style_2: Rui Naiwei
0.5625	4.125	2.8125	0.5	4.5625	6.375	5.0	8.0625	10.375	6.875	7.6875	21.625	15.0	4.125	4.5	15.125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 11	16.0	style_2: Rui Naiwei
0.4375	3.875	2.875	0.8125	4.0	4.75	6.125	9.125	11.25	8.125	6.625	18.4375	8.75	2.0625	1.6875	7.25	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 0	16.0	style_2: Fujisawa Hideyuki
0.625	3.3125	3.5	0.5625	3.9375	5.4375	6.0625	8.5625	11.125	7.5	5.75	21.25	11.0	4.3125	3.3125	11.875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 1	16.0	style_2: Fujisawa Hideyuki
0.625	3.625	2.9375	0.8125	4.0625	5.875	5.3125	8.75	11.625	6.8125	6.625	21.3125	8.75	1.9375	3.0	8.25	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 2	16.0	style_2: Fujisawa Hideyuki
0.4375	3.125	3.1875	1.25	4.875	5.6875	4.875	8.5625	12.1875	8.25	5.25	18.5	12.0625	3.875	3.125	12.1875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 3	16.0	style_2: Fujisawa Hideyuki
0.5625	4.0625	2.8125	0.5625	4.5625	6.9375	5.1875	7.3125	10.8125	7.4375	6.5	19.8125	9.25	1.8125	2.0	10.5625	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 4	16.0	style_2: Fujisawa Hideyuki
0.5	4.0625	2.6875	0.75	5.9375	5.625	4.375	8.0625	11.625	7.125	6.5625	20.1875	11.6875	2.125	3.6875	12.5625	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 5	16.0	style_2: Fujisawa Hideyuki
0.4375	3.4375	3.125	1.0	3.5	5.8125	4.75	9.9375	10.875	7.0	7.1875	21.5	10.4375	3.9375	2.875	8.5	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 6	16.0	style_2: Fujisawa Hideyuki
0.3125	3.75	3.375	0.5625	4.0	5.4375	5.125	9.4375	14.125	7.25	6.6875	19.125	12.5	2.5625	3.125	12.5	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 7	16.0	style_2: Fujisawa Hideyuki
0.3125	2.75	4.0	0.9375	3.4375	5.8125	5.5	9.25	12.125	8.375	6.0625	17.1875	5.625	2.1875	1.8125	6.1875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 8	16.0	style_2: Fujisawa Hideyuki
0.875	3.375	3.25	0.5	4.3125	6.5	5.375	7.75	11.375	7.1875	5.5625	18.5	8.3125	2.125	2.8125	9.4375	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 9	16.0	style_2: Fujisawa Hideyuki
0.5	3.5	3.5	0.5	4.4375	6.625	4.8125	8.125	11.0	6.5	6.125	19.1875	9.1875	2.375	2.5625	9.4375	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 10	16.0	style_2: Fujisawa Hideyuki
0.3125	4.0625	3.1875	0.4375	4.3125	7.4375	4.875	7.375	10.75	7.125	7.125	21.75	12.625	3.375	3.5625	13.75	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 11	16.0	style_2: Fujisawa Hideyuki
0.375	5.3125	2.0625	0.25	4.4375	5.8125	5.1875	8.5625	11.5	6.625	6.875	20.6875	14.75	2.8125	3.4375	11.6875	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 0	16.0	style_2: Ishida Yoshio
0.4375	5.1875	1.8125	0.5625	4.0625	6.3125	5.3125	8.3125	12.0625	5.625	8.0625	21.375	13.75	3.3125	5.5	18.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 1	16.0	style_2: Ishida Yoshio
0.3125	4.8125	2.3125	0.5625	3.25	7.125	5.625	8.0	11.5625	6.9375	5.625	19.625	11.8125	3.0625	3.6875	12.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 2	16.0	style_2: Ishida Yoshio
0.625	4.8125	2.0	0.5625	4.0	6.5625	5.3125	8.125	12.375	6.5	5.5625	19.0625	11.4375	2.8125	3.1875	11.25	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 3	16.0	style_2: Ishida Yoshio
0.4375	4.8125	2.375	0.375	5.5625	7.8125	4.625	6.0	10.125	5.9375	6.5	22.0625	10.1875	3.375	3.6875	10.5	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 4	16.0	style_2: Ishida Yoshio
0.5	4.375	2.625	0.5	4.5625	6.6875	5.4375	7.3125	11.25	8.8125	5.875	21.5625	14.9375	3.9375	4.75	17.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 5	16.0	style_2: Ishida Yoshio
0.25	5.0	1.8125	0.9375	5.8125	6.0	4.3125	7.875	14.0	7.8125	6.3125	19.875	10.5	3.5	3.8125	11.875	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 6	16.0	style_2: Ishida Yoshio
0.375	4.9375	1.875	0.8125	5.8125	6.75	4.6875	6.75	14.0625	7.1875	7.8125	17.5625	14.9375	3.0625	2.6875	13.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 7	16.0	style_2: Ishida Yoshio
0.25	4.8125	2.4375	0.5	4.5	7.375	4.9375	7.1875	14.125	8.125	7.0	18.625	14.875	3.0	4.0625	15.4375	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 8	16.0	style_2: Ishida Yoshio
0.375	4.75	2.375	0.5	5.125	6.125	4.5	8.25	12.0625	8.375	6.8125	20.75	16.875	4.5625	3.9375	16.6875	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 9	16.0	style_2: Ishida Yoshio
0.125	5.125	2.1875	0.5625	4.375	6.3125	5.1875	8.125	15.9375	7.375	6.125	18.0	17.8125	4.75	5.5625	20.375	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 10	16.0	style_2: Ishida Yoshio
0.5625	5.0	1.875	0.5625	5.125	8.375	4.3125	6.1875	12.4375	6.6875	5.5625	21.0625	9.1875	3.5	3.375	10.5625	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 11	16.0	style_2: Ishida Yoshio
0.4375	4.375	2.75	0.4375	5.0625	7.375	5.25	6.3125	11.8125	6.5625	6.8125	19.5625	8.3125	2.9375	3.0	9.0	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 0	16.0	style_2: Go Seigen
0.3125	4.6875	2.625	0.375	4.375	6.875	5.0625	7.6875	10.5625	8.25	6.6875	19.0625	5.4375	1.125	1.5	6.5625	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 1	16.0	style_2: Go Seigen
0.733333333333	4.13333333333	2.66666666667	0.466666666667	4.4	8.0	5.13333333333	6.46666666667	10.8	6.4	6.93333333333	19.9333333333	10.0666666667	3.13333333333	2.86666666667	9.13333333333	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 2	16.0	style_2: Go Seigen
0.3125	4.125	3.1875	0.375	4.1875	6.6875	5.625	7.5	11.9375	7.0	6.25	22.0625	8.875	2.875	3.6875	8.9375	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 3	16.0	style_2: Go Seigen
0.3125	4.4375	2.625	0.625	3.375	5.5	5.25	9.875	12.25	7.0625	6.5	21.375	14.9375	3.5625	3.3125	10.6875	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 4	16.0	style_2: Go Seigen
0.5625	4.125	2.75	0.5625	4.25	6.375	5.125	8.25	10.75	7.4375	6.875	20.875	11.5	3.5625	3.9375	12.6875	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 5	16.0	style_2: Go Seigen
0.3125	4.6875	2.375	0.625	4.75	6.625	4.9375	7.6875	10.0	6.875	5.9375	21.9375	12.5625	2.75	3.8125	12.75	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 6	16.0	style_2: Go Seigen
0.5	4.375	2.75	0.375	3.3125	6.875	5.625	8.1875	10.8125	6.1875	6.0625	18.125	9.0	3.0	2.5	10.75	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 7	16.0	style_2: Go Seigen
0.375	5.0625	2.125	0.4375	5.375	6.3125	5.4375	6.875	9.625	6.375	7.0625	23.75	15.5625	3.75	4.1875	14.0	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 8	16.0	style_2: Go Seigen
0.4375	4.5	2.8125	0.25	4.375	6.5625	5.125	7.9375	12.8125	7.25	6.3125	20.5625	11.5	2.75	2.6875	10.375	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 9	16.0	style_2: Go Seigen
0.625	4.5	2.375	0.5	5.1875	7.3125	5.0	6.5	11.75	6.75	7.0	20.875	10.0	3.0625	2.875	10.625	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 10	16.0	style_2: Go Seigen
0.4375	4.8125	2.3125	0.4375	4.375	7.0625	5.875	6.6875	10.8125	6.25	6.5	22.5625	9.5625	2.75	2.6875	9.3125	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 11	16.0	style_2: Go Seigen
0.4375	4.0	2.8125	0.75	4.375	5.3125	4.6875	9.625	13.3125	8.125	7.625	17.75	12.0	3.8125	2.625	12.8125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 0	16.0	style_2: Yamashita Keigo
0.25	3.8125	3.0	0.9375	4.75	6.0	4.4375	8.8125	11.375	7.8125	6.8125	19.375	12.875	2.0	3.0	12.3125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 1	16.0	style_2: Yamashita Keigo
0.125	3.5	3.5	0.875	4.1875	5.5625	5.3125	8.9375	8.75	8.125	7.0625	22.3125	8.1875	3.0625	2.4375	6.5625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 2	16.0	style_2: Yamashita Keigo
0.0625	3.375	3.5625	1.0	3.0625	5.3125	5.375	10.25	11.4375	8.1875	5.3125	20.6875	13.375	3.875	4.25	12.4375	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 3	16.0	style_2: Yamashita Keigo
0.4375	4.125	2.6875	0.75	4.0	6.5	4.875	8.625	8.625	6.5	6.875	20.625	11.0625	2.1875	3.0	8.0625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 4	16.0	style_2: Yamashita Keigo
0.3125	3.9375	2.5625	1.1875	3.8125	5.625	5.0625	9.5	11.4375	8.1875	7.125	19.9375	9.875	2.375	3.4375	9.1875	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 5	16.0	style_2: Yamashita Keigo
0.3125	4.1875	3.0	0.5	3.8125	5.3125	4.625	10.25	10.8125	7.5	6.1875	21.875	10.3125	2.75	3.4375	9.25	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 6	16.0	style_2: Yamashita Keigo
0.0625	4.0625	3.0	0.875	3.25	5.3125	5.8125	9.625	11.8125	8.375	6.0625	20.375	13.8125	5.1875	3.125	11.3125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 7	16.0	style_2: Yamashita Keigo
0.25	4.25	3.125	0.375	4.0625	5.3125	5.6875	8.9375	8.9375	7.5	6.1875	23.25	10.6875	2.6875	1.6875	8.3125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 8	16.0	style_2: Yamashita Keigo
0.4375	3.5625	2.875	1.125	3.4375	5.5625	5.1875	9.8125	10.0	7.8125	7.1875	19.1875	8.8125	2.375	2.1875	6.3125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 9	16.0	style_2: Yamashita Keigo
0.5	4.3125	2.5625	0.625	2.875	6.875	4.75	9.5	10.6875	7.1875	7.1875	17.5	9.5625	2.625	3.25	9.375	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 10	16.0	style_2: Yamashita Keigo
0.4375	3.625	3.0625	0.875	5.3125	5.4375	4.375	8.875	9.0625	6.9375	7.0	19.25	9.625	2.625	2.5625	9.5625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 11	16.0	style_2: Yamashita Keigo
0.375	4.5	2.75	0.375	3.9375	5.875	4.75	9.4375	14.0	7.625	7.1875	18.75	16.875	4.75	4.875	18.5	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 0	16.0	style_2: Luo Xihe
0.4375	4.875	2.1875	0.5	4.125	4.875	5.125	9.875	10.4375	7.3125	6.75	22.3125	15.6875	4.875	5.625	12.875	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 1	16.0	style_2: Luo Xihe
0.375	5.0	2.5625	0.0625	4.9375	6.9375	4.3125	7.8125	12.0	7.6875	6.5	21.4375	11.1875	3.0	4.0625	13.75	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 2	16.0	style_2: Luo Xihe
0.4375	4.25	3.1875	0.125	5.0	7.625	6.1875	5.1875	11.6875	5.8125	6.1875	21.3125	11.9375	3.3125	2.75	11.125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 3	16.0	style_2: Luo Xihe
0.4375	4.25	2.875	0.4375	5.1875	6.375	4.8125	7.625	12.5625	8.6875	7.0	17.375	8.75	2.375	3.125	11.75	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 4	16.0	style_2: Luo Xihe
0.6875	5.0	2.125	0.1875	6.625	6.875	4.8125	5.6875	11.0625	6.6875	6.75	20.0	12.75	2.8125	3.1875	13.8125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 5	16.0	style_2: Luo Xihe
0.25	5.0	2.4375	0.3125	4.5625	6.0625	4.9375	8.4375	10.5625	7.25	6.8125	23.375	17.5	5.125	5.3125	12.9375	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 6	16.0	style_2: Luo Xihe
0.25	4.875	2.5625	0.3125	5.6875	5.75	5.1875	7.375	9.9375	7.3125	6.125	21.4375	8.9375	2.8125	3.125	11.0	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 7	16.0	style_2: Luo Xihe
0.4375	5.0625	2.125	0.375	5.0625	6.625	5.4375	6.875	10.5	6.5	7.1875	22.1875	12.375	3.5625	3.1875	14.1875	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 8	16.0	style_2: Luo Xihe
0.5625	4.0625	3.25	0.125	5.5	7.25	4.1875	7.0625	12.375	8.0625	6.6875	20.0	16.4375	4.4375	5.125	15.75	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 9	16.0	style_2: Luo Xihe
0.5	4.5	2.75	0.25	5.6875	7.25	4.125	6.9375	12.1875	5.9375	7.4375	21.0625	17.625	3.875	3.6875	12.5	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 10	16.0	style_2: Luo Xihe
0.6875	5.375	1.25	0.6875	6.125	6.8125	4.6875	6.375	13.1875	7.375	7.9375	19.5	13.625	3.0	4.125	12.4375	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 11	16.0	style_2: Luo Xihe
0.625	4.6875	2.5	0.1875	5.5	7.4375	4.5	6.5625	10.9375	6.1875	6.9375	19.5625	8.5	2.0625	2.625	11.5	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 0	16.0	style_2: Kobayashi Koichi
0.3125	5.75	1.8125	0.125	4.1875	6.625	5.6875	7.5	13.5	6.4375	6.375	21.5625	14.0625	4.9375	4.125	16.625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 1	16.0	style_2: Kobayashi Koichi
