f0(capture histogram: move <= 40, captured)	f0(capture histogram: move <= 40, lost)	f0(capture histogram: move <= 40, difference)	f0(capture histogram: 40 < move <= 160, captured)	f0(capture histogram: 40 < move <= 160, lost)	f0(capture histogram: 40 < move <= 160, difference)	f0(capture histogram: move > 160, captured)	f0(capture histogram: move > 160, lost)	f0(capture histogram: move > 160, difference)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
0.25	0.125	0.125	2.6875	2.9375	-0.25	4.0	4.25	-0.25	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 6	16.0	style_2: Fujisawa Hideyuki
0.375	0.3125	0.0625	3.0	2.75	0.25	5.5	4.625	0.875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 7	16.0	style_2: Fujisawa Hideyuki
0.4375	0.1875	0.25	2.4375	1.9375	0.5	1.4375	1.25	0.1875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 8	16.0	style_2: Fujisawa Hideyuki
0.1875	0.1875	0.0	2.4375	1.8125	0.625	3.0	2.8125	0.1875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 9	16.0	style_2: Fujisawa Hideyuki
0.0625	0.1875	-0.125	2.3125	2.3125	0.0	4.6875	3.75	0.9375	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 10	16.0	style_2: Fujisawa Hideyuki
0.0625	0.125	-0.0625	1.75	1.8125	-0.0625	5.3125	7.0	-1.6875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 11	16.0	style_2: Fujisawa Hideyuki
0.0	0.0625	-0.0625	2.9375	3.1875	-0.25	6.0625	4.25	1.8125	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 0	16.0	style_2: Ishida Yoshio
0.125	0.1875	-0.0625	1.8125	2.0625	-0.25	5.8125	4.3125	1.5	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 1	16.0	style_2: Ishida Yoshio
0.125	0.25	-0.125	2.25	2.75	-0.5	3.4375	4.4375	-1.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 2	16.0	style_2: Ishida Yoshio
0.125	0.125	0.0	2.0625	1.5	0.5625	3.6875	3.0	0.6875	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 3	16.0	style_2: Ishida Yoshio
0.0625	0.1875	-0.125	2.625	3.6875	-1.0625	2.25	3.3125	-1.0625	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 4	16.0	style_2: Ishida Yoshio
0.125	0.4375	-0.3125	2.8125	2.0	0.8125	5.375	4.6875	0.6875	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 5	16.0	style_2: Ishida Yoshio
0.375	0.1875	0.1875	2.125	2.375	-0.25	3.125	1.875	1.25	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 6	16.0	style_2: Ishida Yoshio
0.0625	0.0	0.0625	2.75	2.4375	0.3125	5.1875	4.125	1.0625	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 7	16.0	style_2: Ishida Yoshio
0.1875	0.0625	0.125	1.75	2.0625	-0.3125	4.3125	3.6875	0.625	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 8	16.0	style_2: Ishida Yoshio
0.1875	0.0625	0.125	2.5	2.0	0.5	5.125	4.125	1.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 9	16.0	style_2: Ishida Yoshio
0.3125	0.0625	0.25	4.0	3.6875	0.3125	6.125	6.4375	-0.3125	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 10	16.0	style_2: Ishida Yoshio
0.0625	0.3125	-0.25	2.125	1.875	0.25	2.8125	2.5625	0.25	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 11	16.0	style_2: Ishida Yoshio
0.25	0.3125	-0.0625	2.5	2.875	-0.375	5.875	4.1875	1.6875	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 0	16.0	style_2: Go Seigen
0.25	0.1875	0.0625	3.25	3.375	-0.125	1.0	1.5	-0.5	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 1	16.0	style_2: Go Seigen
0.266666666667	0.4	-0.133333333333	4.53333333333	4.06666666667	0.466666666667	4.13333333333	2.2	1.93333333333	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 2	16.0	style_2: Go Seigen
0.25	0.375	-0.125	2.8125	2.5	0.3125	3.3125	2.1875	1.125	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 3	16.0	style_2: Go Seigen
0.3125	0.0625	0.25	2.75	2.8125	-0.0625	4.75	6.1875	-1.4375	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 4	16.0	style_2: Go Seigen
0.3125	0.5625	-0.25	2.3125	2.6875	-0.375	5.1875	4.5625	0.625	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 5	16.0	style_2: Go Seigen
0.125	0.1875	-0.0625	2.5	2.0	0.5	6.1875	6.0	0.1875	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 6	16.0	style_2: Go Seigen
0.25	0.25	0.0	2.6875	2.875	-0.1875	2.6875	3.0625	-0.375	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 7	16.0	style_2: Go Seigen
0.1875	0.1875	0.0	2.4375	1.9375	0.5	5.875	5.375	0.5	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 8	16.0	style_2: Go Seigen
0.25	0.1875	0.0625	2.375	3.4375	-1.0625	2.9375	2.5	0.4375	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 9	16.0	style_2: Go Seigen
0.1875	0.0625	0.125	4.5	4.4375	0.0625	4.125	4.375	-0.25	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 10	16.0	style_2: Go Seigen
0.125	0.375	-0.25	4.625	3.0	1.625	3.8125	3.6875	0.125	6.0	9.0	8.0	5.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Go Seigen, split 11	16.0	style_2: Go Seigen
0.375	0.25	0.125	2.875	3.4375	-0.5625	3.9375	4.5	-0.5625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 0	16.0	style_2: Yamashita Keigo
0.125	0.0625	0.0625	2.5625	2.0625	0.5	4.3125	3.6875	0.625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 1	16.0	style_2: Yamashita Keigo
0.3125	0.1875	0.125	2.625	3.25	-0.625	3.0625	3.5625	-0.5	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 2	16.0	style_2: Yamashita Keigo
0.0	0.125	-0.125	3.1875	2.3125	0.875	5.375	6.5	-1.125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 3	16.0	style_2: Yamashita Keigo
0.25	0.125	0.125	1.6875	1.5625	0.125	3.375	3.9375	-0.5625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 4	16.0	style_2: Yamashita Keigo
0.1875	0.0625	0.125	3.0625	3.1875	-0.125	2.75	2.875	-0.125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 5	16.0	style_2: Yamashita Keigo
0.125	0.1875	-0.0625	1.6875	2.1875	-0.5	3.125	3.3125	-0.1875	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 6	16.0	style_2: Yamashita Keigo
0.0	0.0625	-0.0625	3.0	3.5625	-0.5625	5.375	5.0625	0.3125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 7	16.0	style_2: Yamashita Keigo
0.125	0.25	-0.125	2.875	2.6875	0.1875	1.875	2.25	-0.375	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 8	16.0	style_2: Yamashita Keigo
0.375	0.125	0.25	2.3125	1.8125	0.5	2.0	3.125	-1.125	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 9	16.0	style_2: Yamashita Keigo
0.0	0.0625	-0.0625	2.625	2.0625	0.5625	3.625	4.25	-0.625	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 10	16.0	style_2: Yamashita Keigo
0.125	0.125	0.0	2.0625	2.1875	-0.125	3.5625	3.8125	-0.25	2.0	9.0	9.5	3.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yamashita Keigo, split 11	16.0	style_2: Yamashita Keigo
0.1875	0.1875	0.0	2.9375	3.0625	-0.125	6.25	7.0625	-0.8125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 0	16.0	style_2: Luo Xihe
0.0625	0.3125	-0.25	2.9375	2.1875	0.75	5.375	5.875	-0.5	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 1	16.0	style_2: Luo Xihe
0.125	0.25	-0.125	3.1875	3.1875	0.0	2.5625	3.625	-1.0625	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 2	16.0	style_2: Luo Xihe
0.0	0.0625	-0.0625	4.25	3.5625	0.6875	5.4375	5.5625	-0.125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 3	16.0	style_2: Luo Xihe
0.1875	0.25	-0.0625	3.25	4.1875	-0.9375	4.75	4.1875	0.5625	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 4	16.0	style_2: Luo Xihe
0.25	0.25	0.0	3.3125	4.0	-0.6875	4.25	4.1875	0.0625	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 5	16.0	style_2: Luo Xihe
0.125	0.3125	-0.1875	3.0	4.375	-1.375	7.0	7.5	-0.5	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 6	16.0	style_2: Luo Xihe
0.0	0.0625	-0.0625	3.875	3.25	0.625	4.0625	3.875	0.1875	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 7	16.0	style_2: Luo Xihe
0.0625	0.0625	0.0	2.875	3.375	-0.5	3.5625	4.1875	-0.625	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 8	16.0	style_2: Luo Xihe
0.3125	0.3125	0.0	3.0625	3.3125	-0.25	7.3125	5.875	1.4375	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 9	16.0	style_2: Luo Xihe
0.1875	0.125	0.0625	3.0	3.1875	-0.1875	9.6875	8.875	0.8125	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 10	16.0	style_2: Luo Xihe
0.4375	0.375	0.0625	3.5625	3.8125	-0.25	6.0625	8.4375	-2.375	7.33333333333	7.33333333333	7.66666666667	6.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Luo Xihe, split 11	16.0	style_2: Luo Xihe
0.25	0.25	0.0	2.4375	2.75	-0.3125	3.625	3.9375	-0.3125	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 0	16.0	style_2: Kobayashi Koichi
0.125	0.1875	-0.0625	2.25	2.5	-0.25	4.375	5.1875	-0.8125	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 1	16.0	style_2: Kobayashi Koichi
0.1875	0.1875	0.0	3.25	3.0625	0.1875	6.9375	6.1875	0.75	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 2	16.0	style_2: Kobayashi Koichi
0.125	0.125	0.0	3.0	2.625	0.375	2.6875	2.9375	-0.25	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 3	16.0	style_2: Kobayashi Koichi
0.125	0.125	0.0	1.6875	1.5	0.1875	4.0625	6.125	-2.0625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 4	16.0	style_2: Kobayashi Koichi
0.25	0.3125	-0.0625	1.4375	3.9375	-2.5	4.75	6.6875	-1.9375	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 5	16.0	style_2: Kobayashi Koichi
0.0	0.25	-0.25	1.625	2.375	-0.75	3.5625	3.5625	0.0	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 6	16.0	style_2: Kobayashi Koichi
0.0625	0.1875	-0.125	2.5625	2.875	-0.3125	5.6875	6.1875	-0.5	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 7	16.0	style_2: Kobayashi Koichi
0.1875	0.25	-0.0625	1.3125	1.8125	-0.5	2.375	2.5	-0.125	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 8	16.0	style_2: Kobayashi Koichi
0.0	0.1875	-0.1875	2.5625	2.8125	-0.25	2.0625	2.625	-0.5625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 9	16.0	style_2: Kobayashi Koichi
0.0	0.1875	-0.1875	1.8125	2.75	-0.9375	5.375	4.8125	0.5625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 10	16.0	style_2: Kobayashi Koichi
0.0625	0.25	-0.1875	1.375	1.9375	-0.5625	4.875	5.0	-0.125	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 11	16.0	style_2: Kobayashi Koichi
0.25	0.25	0.0	2.875	2.375	0.5	1.6875	1.8125	-0.125	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 0	16.0	style_2: Yuki Satoshi
0.125	0.125	0.0	3.0	2.875	0.125	2.25	2.8125	-0.5625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 1	16.0	style_2: Yuki Satoshi
0.25	0.1875	0.0625	3.375	2.6875	0.6875	2.3125	1.75	0.5625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 2	16.0	style_2: Yuki Satoshi
0.125	0.125	0.0	4.25	2.875	1.375	2.125	1.4375	0.6875	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 3	16.0	style_2: Yuki Satoshi
0.4375	0.3125	0.125	4.375	3.5625	0.8125	1.8125	2.25	-0.4375	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 4	16.0	style_2: Yuki Satoshi
0.25	0.125	0.125	2.9375	3.4375	-0.5	3.0625	4.625	-1.5625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 5	16.0	style_2: Yuki Satoshi
0.25	0.1875	0.0625	2.9375	2.1875	0.75	4.125	3.8125	0.3125	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 6	16.0	style_2: Yuki Satoshi
0.3125	0.125	0.1875	3.375	2.625	0.75	2.3125	1.9375	0.375	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 7	16.0	style_2: Yuki Satoshi
0.1875	0.125	0.0625	3.875	2.75	1.125	1.25	1.6875	-0.4375	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 8	16.0	style_2: Yuki Satoshi
0.375	0.125	0.25	2.875	2.75	0.125	2.1875	1.625	0.5625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 9	16.0	style_2: Yuki Satoshi
0.0625	0.125	-0.0625	3.4375	3.0625	0.375	3.75	4.125	-0.375	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 10	16.0	style_2: Yuki Satoshi
0.4375	0.0	0.4375	4.3125	3.25	1.0625	2.75	2.5	0.25	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 11	16.0	style_2: Yuki Satoshi
0.5	0.25	0.25	4.0625	3.0	1.0625	1.8125	1.0	0.8125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 0	16.0	style_2: Otake Hideo
0.0625	0.0	0.0625	2.25	2.0	0.25	3.625	3.25	0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 1	16.0	style_2: Otake Hideo
0.0	0.1875	-0.1875	2.875	1.8125	1.0625	3.625	3.0625	0.5625	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 2	16.0	style_2: Otake Hideo
0.125	0.125	0.0	2.5	2.3125	0.1875	1.875	2.875	-1.0	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 3	16.0	style_2: Otake Hideo
0.1875	0.0625	0.125	2.5625	2.4375	0.125	2.5	2.125	0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 4	16.0	style_2: Otake Hideo
0.3125	0.3125	0.0	3.0	2.3125	0.6875	3.4375	3.0625	0.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 5	16.0	style_2: Otake Hideo
0.0625	0.0	0.0625	3.75	2.0625	1.6875	3.4375	3.1875	0.25	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 6	16.0	style_2: Otake Hideo
0.0625	0.0625	0.0	2.8125	2.0625	0.75	3.4375	3.125	0.3125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 7	16.0	style_2: Otake Hideo
0.125	0.1875	-0.0625	1.3125	1.3125	0.0	2.875	2.1875	0.6875	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 8	16.0	style_2: Otake Hideo
0.0625	0.125	-0.0625	2.25	2.6875	-0.4375	3.3125	1.875	1.4375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 9	16.0	style_2: Otake Hideo
0.0625	0.0	0.0625	1.8125	2.4375	-0.625	2.5	1.9375	0.5625	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 10	16.0	style_2: Otake Hideo
0.0625	0.0	0.0625	3.3125	2.5	0.8125	3.375	3.6875	-0.3125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 11	16.0	style_2: Otake Hideo
0.125	0.25	-0.125	3.375	3.875	-0.5	2.4375	4.0	-1.5625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 0	16.0	style_2: Yi Ch'ang-ho
